
                  X                 S11                S12                S13                S22                S23                S33                SP1                SP2                SP3              SDV_Seq            SDV_Svm             SDV_D            SDV_TRIAX           SDV_LODE           SDV_EQPS         SDV_EQPSdot           SDV_T                U2                RF2                RF2L          U2_EXT_X05_Y1  
              431.353            959.948             25.1977           406.151E-03         20.7109             1.74168          -30.9511           -31.01              20.094            960.623            967.095            967.095             76.1953E-03       327.34E-03         912.568E-03        777.086E-03          3.87726E-03       25.               173.814E-03       -138.593            138.593             99.3096E-03 
              431.425            960.001             25.2843           410.39E-03          20.7292             1.74479          -30.955            -31.014             20.1079           960.682            967.149            967.149             76.2218E-03       327.346E-03        912.542E-03        777.361E-03          3.79496E-03       25.               173.844E-03       -138.591            138.591             99.3391E-03 
              431.497            960.071             25.2412           424.008E-03         20.7489             1.74616          -30.9489           -31.008             20.13             960.749            967.203            967.203             76.2484E-03       327.36E-03         912.52E-03         777.636E-03          3.85805E-03       25.               173.873E-03       -138.59             138.59              99.3686E-03 
              431.569            960.13              25.2718           416.467E-03         20.7499             1.75357          -30.9376           -30.9972            20.1299           960.809            967.257            967.257             76.2749E-03       327.366E-03        912.543E-03        777.911E-03          3.81998E-03       25.               173.903E-03       -138.588            138.588             99.3981E-03 
              431.642            960.197             25.2331           407.602E-03         20.7756             1.75398          -30.9412           -31.0008            20.1578           960.874            967.311            967.311             76.3014E-03       327.379E-03        912.494E-03        778.186E-03          3.84224E-03       25.               173.932E-03       -138.587            138.587             99.4276E-03 
              431.714            960.242             25.2803           424.46E-03          20.7691             1.7537           -30.9447           -31.0043            20.1487           960.922            967.365            967.365             76.3279E-03       327.373E-03        912.509E-03        778.461E-03          3.76307E-03       25.               173.961E-03       -138.586            138.585             99.457E-03  
              431.786            960.301             25.3116           420.433E-03         20.7945             1.77034          -30.953            -31.0137            20.1735           960.983            967.419            967.419             76.3545E-03       327.381E-03        912.455E-03        778.735E-03          3.82333E-03       25.               173.991E-03       -138.584            138.584             99.4865E-03 
              431.858            960.365             25.2992           449.726E-03         20.8019             1.75533          -30.9448           -31.0044            20.1806           961.045            967.473            967.473             76.3811E-03       327.389E-03        912.464E-03        779.011E-03          3.80266E-03       25.               174.02E-03        -138.583            138.582             99.516E-03  
              431.93             960.424             25.2779           408.045E-03         20.8129             1.75923          -30.9468           -31.0067            20.1931           961.104            967.527            967.527             76.4076E-03       327.395E-03        912.443E-03        779.285E-03          3.79194E-03       25.               174.049E-03       -138.581            138.581             99.5454E-03 
              432.002            960.491             25.3058           408.909E-03         20.8345             1.75815          -30.9377           -30.9976            20.2131           961.172            967.581            967.581             76.4341E-03       327.41E-03         912.43E-03         779.56E-03           3.78358E-03       25.               174.079E-03       -138.58             138.58              99.5749E-03 
              432.074            960.542             25.3211           394.221E-03         20.8451             1.75716          -30.9508           -31.0105            20.2229           961.224            967.636            967.636             76.4607E-03       327.408E-03        912.396E-03        779.836E-03          3.84624E-03       25.               174.108E-03       -138.578            138.578             99.6043E-03 
              432.146            960.628             25.3122           449.088E-03         20.8593             1.75892          -30.9043           -30.9642            20.2376           961.31             967.69             967.69              76.4873E-03       327.441E-03        912.455E-03        780.111E-03          3.85335E-03       25.               174.137E-03       -138.577            138.577             99.6338E-03 
              432.219            960.676             25.3393           392.115E-03         20.869              1.75494          -30.9211           -30.9807            20.2457           961.359            967.744            967.744             76.5138E-03       327.436E-03        912.417E-03        780.386E-03          3.8393E-03        25.               174.167E-03       -138.575            138.575             99.6632E-03 
              432.291            960.734             25.3293           411.409E-03         20.8756             1.76286          -30.9204           -30.9805            20.2534           961.417            967.798            967.798             76.5404E-03       327.441E-03        912.409E-03        780.661E-03          3.84974E-03       25.               174.196E-03       -138.574            138.574             99.6927E-03 
              432.363            960.794             25.368            422.282E-03         20.8876             1.75699          -30.9148           -30.9745            20.2629           961.478            967.852            967.852             76.567E-03        327.449E-03        912.408E-03        780.937E-03          3.86048E-03       25.               174.225E-03       -138.572            138.572             99.7221E-03 
              432.435            960.86              25.385            413.292E-03         20.8961             1.75438          -30.8981           -30.9576            20.2704           961.545            967.906            967.906             76.5936E-03       327.462E-03        912.429E-03        781.212E-03          3.79462E-03       25.               174.254E-03       -138.571            138.571             99.7515E-03 
              432.507            960.926             25.3736           441.018E-03         20.9136             1.76649          -30.8927           -30.9531            20.2893           961.61             967.96             967.96              76.6201E-03       327.474E-03        912.41E-03         781.487E-03          3.83175E-03       25.               174.284E-03       -138.569            138.569             99.781E-03  
              432.579            960.967             25.3849           409.003E-03         20.9144             1.76143          -30.9146           -30.9746            20.2892           961.653            968.014            968.014             76.6467E-03       327.463E-03        912.378E-03        781.763E-03          3.79701E-03       25.               174.313E-03       -138.568            138.568             99.8104E-03 
              432.651            961.022             25.3943           399.816E-03         20.9128             1.7532           -30.9111           -30.9705            20.2866           961.708            968.068            968.068             76.6733E-03       327.465E-03        912.394E-03        782.038E-03          3.81302E-03       25.               174.342E-03       -138.566            138.566             99.8398E-03 
              432.723            961.103             25.4046           437.018E-03         20.9471             1.75625          -30.8896           -30.9492            20.3206           961.789            968.122            968.122             76.6999E-03       327.493E-03        912.378E-03        782.313E-03          3.83985E-03       25.               174.372E-03       -138.565            138.565             99.8692E-03 
              432.795            961.155             25.3961           428.498E-03         20.9406             1.75985          -30.8888           -30.9487            20.3148           961.84             968.176            968.176             76.7265E-03       327.491E-03        912.393E-03        782.588E-03          3.83791E-03       25.               174.401E-03       -138.563            138.563             99.8987E-03 
              432.867            961.231             25.4503           407.695E-03         20.975              1.76309          -30.869            -30.9291            20.3466           961.919            968.23             968.23              76.753E-03        327.518E-03        912.377E-03        782.863E-03          3.83385E-03       25.               174.43E-03        -138.562            138.562             99.9281E-03 
              432.939            961.278             25.447            427.618E-03         20.9847             1.75227          -30.8913           -30.9506            20.3556           961.966            968.284            968.284             76.7796E-03       327.511E-03        912.33E-03         783.139E-03          3.84708E-03       25.               174.459E-03       -138.56             138.56              99.9575E-03 
              433.011            961.351             25.4457           451.35E-03          20.997              1.76078          -30.8661           -30.926             20.3685           962.039            968.338            968.338             76.8062E-03       327.531E-03        912.355E-03        783.415E-03          3.81927E-03       25.               174.489E-03       -138.559            138.558             99.9869E-03 
              433.083            961.42              25.4463           431.428E-03         21.0094             1.76132          -30.8498           -30.9097            20.3811           962.108            968.391            968.391             76.8328E-03       327.546E-03        912.366E-03        783.69E-03           3.83619E-03       25.               174.518E-03       -138.557            138.557            100.016E-03  
              433.155            961.478             25.4379           433.282E-03         21.0083             1.77148          -30.8417           -30.9023            20.3812           962.166            968.445            968.445             76.8595E-03       327.551E-03        912.383E-03        783.966E-03          3.83105E-03       25.               174.547E-03       -138.555            138.556            100.046E-03  
              433.227            961.523             25.5125           417.984E-03         21.0243             1.77216          -30.8616           -30.9222            20.3932           962.215            968.499            968.499             76.8861E-03       327.546E-03        912.334E-03        784.241E-03          3.84833E-03       25.               174.576E-03       -138.554            138.555            100.075E-03  
              433.299            961.594             25.4948           428.024E-03         21.0388             1.77092          -30.8444           -30.905             20.4086           962.285            968.553            968.553             76.9127E-03       327.564E-03        912.342E-03        784.517E-03          3.8068E-03        25.               174.606E-03       -138.552            138.553            100.104E-03  
              433.371            961.668             25.4747           468.607E-03         21.0536             1.77289          -30.8236           -30.8842            20.4245           962.358            968.607            968.607             76.9393E-03       327.583E-03        912.355E-03        784.792E-03          3.89924E-03       25.               174.635E-03       -138.551            138.551            100.134E-03  
              433.443            961.718             25.4834           490.774E-03         21.0665             1.77337          -30.8399           -30.9005            20.437            962.408            968.661            968.661             76.9659E-03       327.581E-03        912.31E-03         785.068E-03          3.76528E-03       25.               174.664E-03       -138.549            138.549            100.163E-03  
              433.514            961.777             25.5148           447.831E-03         21.0846             1.77718          -30.8428           -30.9037            20.4538           962.468            968.715            968.715             76.9925E-03       327.588E-03        912.281E-03        785.344E-03          3.87661E-03       25.               174.693E-03       -138.548            138.548            100.193E-03  
              433.586            961.839             25.5057           435.894E-03         21.0867             1.76996          -30.8312           -30.8916            20.4559           962.53             968.769            968.769             77.0192E-03       327.596E-03        912.303E-03        785.62E-03           3.79945E-03       25.               174.723E-03       -138.546            138.546            100.222E-03  
              433.658            961.905             25.5056           428.172E-03         21.0858             1.76682          -30.8076           -30.8679            20.4549           962.596            968.823            968.823             77.0458E-03       327.608E-03        912.35E-03         785.896E-03          3.82601E-03       25.               174.752E-03       -138.545            138.545            100.251E-03  
              433.73             961.959             25.5205           434.383E-03         21.1158             1.77817          -30.8297           -30.8907            20.4848           962.651            968.877            968.877             77.0725E-03       327.612E-03        912.265E-03        786.171E-03          3.79005E-03       25.               174.781E-03       -138.543            138.543            100.281E-03  
              433.802            962.015             25.5187           458.564E-03         21.129              1.78323          -30.8392           -30.9004            20.4984           962.706            968.93             968.93              77.0991E-03       327.614E-03        912.23E-03         786.448E-03          3.80808E-03       25.               174.81E-03        -138.542            138.542            100.31E-03   
              433.874            962.07              25.5239           404.391E-03         21.1276             1.77841          -30.8351           -30.8961            20.4965           962.762            968.984            968.984             77.1258E-03       327.615E-03        912.246E-03        786.724E-03          3.79981E-03       25.               174.84E-03        -138.54             138.54             100.34E-03   
              433.946            962.129             25.5618           399.719E-03         21.1386             1.77177          -30.8289           -30.8895            20.5051           962.823            969.038            969.038             77.1524E-03       327.623E-03        912.247E-03        786.999E-03          3.8646E-03        25.               174.869E-03       -138.538            138.539            100.369E-03  
              434.017            962.202             25.5602           457.339E-03         21.1638             1.77162          -30.8153           -30.8757            20.5303           962.896            969.092            969.092             77.1791E-03       327.644E-03        912.232E-03        787.275E-03          3.84858E-03       25.               174.898E-03       -138.537            138.537            100.398E-03  
              434.089            962.269             25.5691           444.247E-03         21.1687             1.77523          -30.793            -30.8538            20.535            962.964            969.146            969.146             77.2057E-03       327.658E-03        912.267E-03        787.551E-03          3.84578E-03       25.               174.927E-03       -138.535            138.535            100.428E-03  
              434.161            962.332             25.5624           415.225E-03         21.1768             1.77372          -30.7851           -30.8458            20.5435           963.026            969.199            969.199             77.2324E-03       327.667E-03        912.271E-03        787.827E-03          3.85044E-03       25.               174.956E-03       -138.534            138.534            100.457E-03  
              434.233            962.391             25.5956           442.97E-03          21.189              1.7806           -30.7802           -30.8413            20.5543           963.087            969.253            969.253             77.2591E-03       327.675E-03        912.265E-03        788.104E-03          3.83428E-03       25.               174.986E-03       -138.532            138.532            100.486E-03  
              434.305            962.448             25.6078           446.367E-03         21.2028             1.77385          -30.785            -30.8456            20.567            963.145            969.307            969.307             77.2858E-03       327.679E-03        912.241E-03        788.38E-03           3.8487E-03        25.               175.015E-03       -138.531            138.531            100.516E-03  
              434.377            962.497             25.6032           452.277E-03         21.2007             1.78375          -30.7924           -30.8537            20.5658           963.194            969.361            969.361             77.3124E-03       327.675E-03        912.234E-03        788.656E-03          3.8567E-03        25.               175.044E-03       -138.529            138.529            100.545E-03  
              434.448            962.565             25.6249           438.061E-03         21.2264             1.77876          -30.7865           -30.8474            20.59             963.262            969.415            969.415             77.3391E-03       327.691E-03        912.208E-03        788.933E-03          3.85151E-03       25.               175.073E-03       -138.527            138.527            100.574E-03  
              434.52             962.621             25.6415           432.161E-03         21.2274             1.77787          -30.781            -30.8419            20.5902           963.319            969.469            969.469             77.3658E-03       327.694E-03        912.222E-03        789.209E-03          3.83589E-03       25.               175.102E-03       -138.526            138.526            100.604E-03  
              434.592            962.682             25.6398           421.81E-03          21.2449             1.78586          -30.7824           -30.8438            20.6083           963.38             969.522            969.522             77.3925E-03       327.702E-03        912.193E-03        789.485E-03          3.86463E-03       25.               175.132E-03       -138.524            138.524            100.633E-03  
              434.664            962.759             25.6361           438.477E-03         21.2574             1.77923          -30.75             -30.811             20.6206           963.457            969.576            969.576             77.4192E-03       327.726E-03        912.233E-03        789.762E-03          3.83044E-03       25.               175.161E-03       -138.522            138.523            100.662E-03  
              434.735            962.813             25.6478           449.839E-03         21.261              1.78101          -30.7514           -30.8125            20.6237           963.512            969.63             969.63              77.4459E-03       327.727E-03        912.23E-03         790.038E-03          3.8613E-03        25.               175.19E-03        -138.521            138.521            100.692E-03  
              434.807            962.876             25.7152           453.515E-03         21.2805             1.78225          -30.741            -30.8022            20.6396           963.578            969.683            969.683             77.4725E-03       327.741E-03        912.225E-03        790.314E-03          3.87278E-03       25.               175.219E-03       -138.519            138.519            100.721E-03  
              434.879            962.941             25.6378           468.192E-03         21.2903             1.78767          -30.7399           -30.8014            20.6541           963.639            969.737            969.737             77.4992E-03       327.749E-03        912.206E-03        790.59E-03           3.83977E-03       25.               175.248E-03       -138.518            138.518            100.75E-03   
              434.95             963.012             25.7005           467.517E-03         21.3118             1.78522          -30.7177           -30.7791            20.672            963.713            969.791            969.791             77.526E-03        327.77E-03         912.219E-03        790.867E-03          3.88349E-03       25.               175.277E-03       -138.516            138.516            100.78E-03   
              435.022            963.066             25.7268           428.779E-03         21.3135             1.78642          -30.7147           -30.7761            20.6724           963.769            969.845            969.845             77.5527E-03       327.772E-03        912.228E-03        791.143E-03          3.82717E-03       25.               175.307E-03       -138.515            138.515            100.809E-03  
              435.094            963.118             25.7196           419.59E-03          21.3208             1.79082          -30.7261           -30.7879            20.6805           963.82             969.898            969.898             77.5794E-03       327.771E-03        912.199E-03        791.42E-03           3.80179E-03       25.               175.336E-03       -138.513            138.513            100.838E-03  
              435.166            963.185             25.725            442.367E-03         21.3435             1.79557          -30.7188           -30.7808            20.7032           963.888            969.952            969.952             77.6061E-03       327.786E-03        912.177E-03        791.697E-03          3.85988E-03       25.               175.365E-03       -138.511            138.512            100.868E-03  
              435.237            963.241             25.7396           438.59E-03          21.3476             1.78742          -30.7177           -30.7791            20.706            963.944            970.006            970.006             77.6328E-03       327.789E-03        912.18E-03         791.973E-03          3.84332E-03       25.               175.394E-03       -138.51             138.51             100.897E-03  
              435.309            963.309             25.7293           458.418E-03         21.3575             1.78791          -30.7011           -30.7626            20.7165           964.011            970.059            970.059             77.6596E-03       327.803E-03        912.195E-03        792.25E-03           3.82791E-03       25.               175.423E-03       -138.508            138.508            100.926E-03  
              435.38             963.368             25.7553           449.845E-03         21.3789             1.79521          -30.7052           -30.7672            20.7369           964.072            970.113            970.113             77.6863E-03       327.811E-03        912.157E-03        792.527E-03          3.87688E-03       25.               175.452E-03       -138.507            138.507            100.955E-03  
              435.452            963.446             25.7589           441.825E-03         21.3926             1.79215          -30.6707           -30.7325            20.7503           964.15             970.167            970.167             77.713E-03        327.837E-03        912.199E-03        792.803E-03          3.87842E-03       25.               175.481E-03       -138.505            138.505            100.985E-03  
              435.524            963.503             25.7655           467.675E-03         21.4016             1.79047          -30.6728           -30.7345            20.7588           964.207            970.22             970.22              77.7398E-03       327.84E-03         912.186E-03        793.08E-03           3.85659E-03       25.               175.511E-03       -138.503            138.503            101.014E-03  
              435.595            963.559             25.7668           410.725E-03         21.407              1.7904           -30.6724           -30.7341            20.7643           964.263            970.274            970.274             77.7665E-03       327.843E-03        912.182E-03        793.357E-03          3.85545E-03       25.               175.54E-03        -138.502            138.501            101.043E-03  
              435.667            963.614             25.7698           450.379E-03         21.4179             1.80514          -30.6781           -30.7408            20.776            964.319            970.328            970.328             77.7933E-03       327.846E-03        912.155E-03        793.634E-03          3.87464E-03       25.               175.569E-03       -138.5              138.5              101.073E-03  
              435.739            963.678             25.7888           469.323E-03         21.4357             1.80333          -30.6724           -30.7349            20.7926           964.383            970.381            970.381             77.82E-03         327.858E-03        912.142E-03        793.911E-03          3.84183E-03       25.               175.598E-03       -138.498            138.499            101.102E-03  
              435.81             963.738             25.8128           451.926E-03         21.4466             1.79083          -30.6655           -30.7272            20.8014           964.445            970.435            970.435             77.8468E-03       327.867E-03        912.145E-03        794.188E-03          3.86322E-03       25.               175.627E-03       -138.497            138.497            101.131E-03  
              435.882            963.815             25.8489           442.187E-03         21.4625             1.79182          -30.6321           -30.6939            20.8155           964.523            970.488            970.488             77.8735E-03       327.892E-03        912.182E-03        794.464E-03          3.82267E-03       25.               175.656E-03       -138.495            138.495            101.16E-03   
              435.953            963.865             25.7706           439.804E-03         21.457              1.80091          -30.6441           -30.7064            20.8149           964.57             970.542            970.542             77.9002E-03       327.885E-03        912.167E-03        794.741E-03          3.89998E-03       25.               175.685E-03       -138.493            138.493            101.19E-03   
              436.025            963.936             25.8136           445.355E-03         21.4772             1.79738          -30.6237           -30.6858            20.8326           964.643            970.595            970.595             77.927E-03        327.905E-03        912.177E-03        795.018E-03          3.91256E-03       25.               175.714E-03       -138.492            138.491            101.219E-03  
              436.096            963.98              25.8217           462.879E-03         21.4912             1.80274          -30.6517           -30.7142            20.8465           964.687            970.649            970.649             77.9537E-03       327.897E-03        912.11E-03         795.295E-03          3.81704E-03       25.               175.743E-03       -138.49             138.49             101.248E-03  
              436.168            964.057             25.8459           462.317E-03         21.502              1.80666          -30.6137           -30.6764            20.8563           964.766            970.702            970.702             77.9805E-03       327.923E-03        912.162E-03        795.572E-03          3.85504E-03       25.               175.773E-03       -138.489            138.489            101.277E-03  
              436.24             964.113             25.8946           465.388E-03         21.5167             1.81035          -30.6155           -30.6785            20.8686           964.824            970.756            970.756             78.0073E-03       327.928E-03        912.142E-03        795.849E-03          3.8283E-03        25.               175.802E-03       -138.487            138.487            101.307E-03  
              436.311            964.165             25.8726           461.686E-03         21.5118             1.80061          -30.6174           -30.6797            20.8642           964.875            970.81             970.81              78.0341E-03       327.926E-03        912.153E-03        796.126E-03          3.85008E-03       25.               175.831E-03       -138.485            138.486            101.336E-03  
              436.383            964.236             25.8668           438.49E-03          21.5335             1.80384          -30.606            -30.6686            20.8865           964.945            970.863            970.863             78.0609E-03       327.943E-03        912.138E-03        796.404E-03          3.87697E-03       25.               175.86E-03        -138.483            138.483            101.365E-03  
              436.454            964.316             25.8741           453.708E-03         21.5666             1.80703          -30.5841           -30.6468            20.9195           965.026            970.917            970.917             78.0877E-03       327.971E-03        912.124E-03        796.681E-03          3.87684E-03       25.               175.889E-03       -138.482            138.482            101.394E-03  
              436.526            964.362             25.8764           468.382E-03         21.56               1.80137          -30.591            -30.6533            20.9124           965.072            970.97             970.97              78.1145E-03       327.965E-03        912.13E-03         796.958E-03          3.84166E-03       25.               175.918E-03       -138.48             138.48             101.424E-03  
              436.597            964.417             25.9207           437.177E-03         21.5772             1.81184          -30.5968           -30.6598            20.928            965.13             971.024            971.024             78.1413E-03       327.969E-03        912.097E-03        797.235E-03          3.87097E-03       25.               175.947E-03       -138.478            138.478            101.453E-03  
              436.668            964.486             25.9046           416.927E-03         21.5743             1.79464          -30.5689           -30.6308            20.9249           965.197            971.077            971.077             78.168E-03        327.983E-03        912.157E-03        797.512E-03          3.89106E-03       25.               175.976E-03       -138.476            138.476            101.482E-03  
              436.74             964.568             25.9248           486.655E-03         21.604              1.78971          -30.5383           -30.5998            20.953            965.28             971.131            971.131             78.1948E-03       328.014E-03        912.167E-03        797.79E-03           3.84483E-03       25.               176.005E-03       -138.475            138.475            101.511E-03  
              436.811            964.607             25.9484           438.058E-03         21.6005             1.79285          -30.5587           -30.6205            20.9486           965.321            971.184            971.184             78.2216E-03       328.001E-03        912.144E-03        798.067E-03          3.84514E-03       25.               176.034E-03       -138.474            138.473            101.54E-03   
              436.883            964.669             25.9556           449.027E-03         21.6207             1.80406          -30.5596           -30.6221            20.9691           965.383            971.238            971.238             78.2484E-03       328.011E-03        912.111E-03        798.344E-03          3.90524E-03       25.               176.063E-03       -138.471            138.472            101.57E-03   
              436.954            964.727             25.9559           429.159E-03         21.6341             1.80025          -30.5621           -30.6243            20.9822           965.441            971.291            971.291             78.2752E-03       328.017E-03        912.089E-03        798.622E-03          3.87206E-03       25.               176.092E-03       -138.47             138.47             101.599E-03  
              437.026            964.79              25.9966           475.827E-03         21.6489             1.80534          -30.5519           -30.6144            20.9951           965.506            971.345            971.345             78.302E-03        328.029E-03        912.089E-03        798.899E-03          3.87129E-03       25.               176.121E-03       -138.468            138.469            101.628E-03  
              437.097            964.85              25.9772           408.907E-03         21.6413             1.79608          -30.5362           -30.5982            20.9882           965.565            971.398            971.398             78.3289E-03       328.034E-03        912.133E-03        799.177E-03          3.90798E-03       25.               176.15E-03        -138.466            138.467            101.657E-03  
              437.168            964.921             25.9257           446.658E-03         21.6651             1.81065          -30.5321           -30.595             21.0158           965.633            971.451            971.451             78.3557E-03       328.05E-03         912.097E-03        799.454E-03          3.85169E-03       25.               176.179E-03       -138.464            138.465            101.687E-03  
              437.24             964.978             25.9353           460.394E-03         21.6811             1.8161           -30.5376           -30.6009            21.0316           965.691            971.505            971.505             78.3825E-03       328.055E-03        912.065E-03        799.732E-03          3.86012E-03       25.               176.208E-03       -138.463            138.463            101.716E-03  
              437.311            965.064             26.0169           457.773E-03         21.6914             1.81103          -30.474            -30.537             21.0372           965.781            971.558            971.558             78.4093E-03       328.092E-03        912.169E-03        800.009E-03          3.95849E-03       25.               176.237E-03       -138.461            138.461            101.745E-03  
              437.383            965.105             26.0264           487.225E-03         21.7078             1.80778          -30.5096           -30.5722            21.0527           965.823            971.612            971.612             78.4361E-03       328.081E-03        912.087E-03        800.286E-03          3.85574E-03       25.               176.266E-03       -138.46             138.46             101.774E-03  
              437.454            965.122             26.0381           463.352E-03         21.707              1.80194          -30.5744           -30.6367            21.0508           965.84             971.665            971.665             78.4629E-03       328.047E-03        911.985E-03        800.564E-03          3.87917E-03       25.               176.295E-03       -138.458            138.457            101.803E-03  
              437.525            965.23              25.9727           436.101E-03         21.726              1.80652          -30.5002           -30.5629            21.0739           965.944            971.718            971.718             78.4897E-03       328.098E-03        912.077E-03        800.841E-03          3.97371E-03       25.               176.324E-03       -138.456            138.456            101.832E-03  
              437.597            965.302             26.0401           486.519E-03         21.7322             1.81003          -30.4608           -30.5237            21.0767           966.02             971.772            971.772             78.5166E-03       328.12E-03         912.144E-03        801.119E-03          3.89628E-03       25.               176.353E-03       -138.454            138.454            101.862E-03  
              437.668            965.354             26.0915           460.667E-03         21.7596             1.81955          -30.4791           -30.5426            21.1019           966.075            971.825            971.825             78.5435E-03       328.123E-03        912.073E-03        801.398E-03          3.86225E-03       25.               176.382E-03       -138.453            138.452            101.891E-03  
              437.739            965.401             26.097            434.424E-03         21.774              1.81616          -30.5022           -30.5655            21.1158           966.122            971.878            971.878             78.5703E-03       328.118E-03        912.015E-03        801.675E-03          3.89405E-03       25.               176.411E-03       -138.451            138.451            101.92E-03   
              437.811            965.473             26.0883           418.696E-03         21.7842             1.80969          -30.4784           -30.5412            21.1262           966.194            971.932            971.932             78.5972E-03       328.136E-03        912.044E-03        801.953E-03          3.90272E-03       25.               176.44E-03        -138.449            138.449            101.949E-03  
              437.882            965.545             26.0861           475.922E-03         21.7944             1.80963          -30.4517           -30.5145            21.1364           966.266            971.985            971.985             78.624E-03        328.156E-03        912.077E-03        802.23E-03           3.86129E-03       25.               176.469E-03       -138.447            138.448            101.978E-03  
              437.953            965.599             26.0739           478.045E-03         21.7932             1.80599          -30.4514           -30.5139            21.1357           966.32             972.038            972.038             78.6508E-03       328.156E-03        912.084E-03        802.508E-03          3.90816E-03       25.               176.498E-03       -138.446            138.446            102.007E-03  
              438.024            965.656             26.0975           482.316E-03         21.8062             1.81705          -30.4526           -30.5159            21.1482           966.378            972.092            972.092             78.6777E-03       328.162E-03        912.064E-03        802.786E-03          3.88726E-03       25.               176.527E-03       -138.444            138.444            102.037E-03  
              438.096            965.724             26.1072           449.29E-03          21.8224             1.81552          -30.4395           -30.5027            21.1638           966.445            972.145            972.145             78.7046E-03       328.177E-03        912.065E-03        803.064E-03          3.92785E-03       25.               176.556E-03       -138.442            138.442            102.066E-03  
              438.167            965.786             26.1303           417.484E-03         21.844              1.82058          -30.4382           -30.5017            21.1846           966.509            972.198            972.198             78.7314E-03       328.188E-03        912.036E-03        803.341E-03          3.88809E-03       25.               176.585E-03       -138.44             138.441            102.095E-03  
              438.238            965.811             26.175            421.592E-03         21.8567             1.81599          -30.494            -30.5572            21.1943           966.536            972.251            972.251             78.7582E-03       328.164E-03        911.93E-03         803.619E-03          3.89197E-03       25.               176.614E-03       -138.438            138.439            102.124E-03  
              438.309            965.902             26.0958           490.24E-03          21.8675             1.83243          -30.4458           -30.5101            21.2107           966.623            972.305            972.305             78.7851E-03       328.197E-03        911.987E-03        803.897E-03          3.93632E-03       25.               176.643E-03       -138.437            138.437            102.153E-03  
              438.381            965.969             26.1144           461.214E-03         21.8966             1.81708          -30.4417           -30.5049            21.2378           966.691            972.358            972.358             78.812E-03        328.214E-03        911.954E-03        804.175E-03          3.92883E-03       25.               176.672E-03       -138.435            138.435            102.182E-03  
              438.452            966.02              26.1399           450.697E-03         21.8755             1.82877          -30.4249           -30.489             21.2162           966.743            972.411            972.411             78.8389E-03       328.212E-03        912.023E-03        804.453E-03          3.89883E-03       25.               176.701E-03       -138.433            138.433            102.212E-03  
              438.523            966.088             26.1958           448.798E-03         21.8909             1.83428          -30.4028           -30.4673            21.2289           966.814            972.465            972.465             78.8657E-03       328.23E-03         912.043E-03        804.731E-03          3.86073E-03       25.               176.73E-03        -138.431            138.431            102.241E-03  
              438.594            966.18              26.161            488.425E-03         21.9148             1.82586          -30.3559           -30.4198            21.2542           966.905            972.518            972.518             78.8926E-03       328.268E-03        912.086E-03        805.009E-03          3.95586E-03       25.               176.759E-03       -138.43             138.429            102.27E-03   
              438.665            966.193             26.218            511.965E-03         21.9354             1.82408          -30.4395           -30.5031            21.2713           966.921            972.571            972.571             78.9195E-03       328.233E-03        911.919E-03        805.287E-03          3.8739E-03        25.               176.788E-03       -138.428            138.428            102.299E-03  
              438.737            966.313             26.2321           441.992E-03         21.9399             1.82737          -30.3173           -30.3814            21.2756           967.042            972.624            972.624             78.9463E-03       328.3E-03          912.124E-03        805.564E-03          4.06759E-03       25.               176.817E-03       -138.426            138.426            102.328E-03  
              438.808            966.346             26.1943           438.802E-03         21.9285             1.80717          -30.3515           -30.4141            21.2649           967.073            972.677            972.677             78.9732E-03       328.277E-03        912.092E-03        805.843E-03          3.85544E-03       25.               176.846E-03       -138.425            138.425            102.357E-03  
              438.879            966.398             26.2597           518.236E-03         21.9725             1.83143          -30.3824           -30.4466            21.3068           967.127            972.73             972.73              79.0001E-03       328.281E-03        911.97E-03         806.121E-03          3.89505E-03       25.               176.875E-03       -138.422            138.422            102.386E-03  
