
                  X               SDV_EQPS           SDV_Seq            SDV_Qeq             MISES      

                0.                 0.                 0.                 0.                 0.         
              886.444E-03        630.016E-03        935.534            935.534            935.534      
              886.987E-03        630.304E-03        935.602            935.602            935.602      
              887.531E-03        630.591E-03        935.669            935.669            935.669      
              888.075E-03        630.879E-03        935.737            935.737            935.737      
              888.618E-03        631.166E-03        935.804            935.804            935.804      
              889.162E-03        631.454E-03        935.871            935.871            935.871      
              889.705E-03        631.741E-03        935.939            935.939            935.939      
              890.249E-03        632.028E-03        936.006            936.006            936.006      
              890.792E-03        632.315E-03        936.073            936.073            936.073      
              891.335E-03        632.602E-03        936.14             936.14             936.14       
              891.878E-03        632.889E-03        936.207            936.207            936.207      
              892.422E-03        633.176E-03        936.274            936.274            936.274      
              892.965E-03        633.462E-03        936.341            936.341            936.341      
              893.508E-03        633.749E-03        936.408            936.408            936.408      
              894.05E-03         634.035E-03        936.474            936.474            936.474      
              894.593E-03        634.322E-03        936.541            936.541            936.541      
              895.136E-03        634.608E-03        936.608            936.608            936.608      
              895.679E-03        634.894E-03        936.675            936.675            936.675      
              896.222E-03        635.18E-03         936.741            936.741            936.741      
              896.764E-03        635.465E-03        936.808            936.808            936.808      
              897.307E-03        635.751E-03        936.874            936.874            936.874      
              897.849E-03        636.036E-03        936.941            936.941            936.941      
              898.392E-03        636.322E-03        937.007            937.007            937.007      
              898.934E-03        636.607E-03        937.073            937.073            937.073      
              899.476E-03        636.893E-03        937.14             937.14             937.14       
              900.018E-03        637.178E-03        937.206            937.206            937.206      
              900.561E-03        637.463E-03        937.272            937.272            937.272      
              901.103E-03        637.747E-03        937.338            937.338            937.338      
              901.645E-03        638.032E-03        937.404            937.404            937.404      
              902.187E-03        638.317E-03        937.47             937.47             937.47       
              902.729E-03        638.601E-03        937.536            937.536            937.536      
              903.271E-03        638.886E-03        937.602            937.602            937.602      
              903.812E-03        639.17E-03         937.668            937.668            937.668      
              904.354E-03        639.454E-03        937.734            937.734            937.734      
              904.896E-03        639.738E-03        937.8              937.8              937.8        
              905.437E-03        640.022E-03        937.865            937.865            937.865      
              905.979E-03        640.306E-03        937.931            937.931            937.931      
              906.52E-03         640.59E-03         937.997            937.997            937.997      
              907.062E-03        640.873E-03        938.062            938.062            938.062      
              907.603E-03        641.157E-03        938.128            938.128            938.128      
              908.144E-03        641.44E-03         938.193            938.193            938.193      
              908.685E-03        641.723E-03        938.259            938.259            938.259      
              909.227E-03        642.007E-03        938.324            938.324            938.324      
              909.768E-03        642.29E-03         938.39             938.39             938.39       
              910.309E-03        642.573E-03        938.455            938.455            938.455      
              910.849E-03        642.855E-03        938.52             938.52             938.52       
              911.39E-03         643.138E-03        938.585            938.585            938.585      
              911.931E-03        643.421E-03        938.65             938.65             938.65       
              912.472E-03        643.703E-03        938.715            938.715            938.715      
              913.013E-03        643.985E-03        938.78             938.78             938.78       
              913.553E-03        644.268E-03        938.845            938.845            938.845      
              914.094E-03        644.55E-03         938.91             938.91             938.91       
              914.634E-03        644.832E-03        938.975            938.975            938.975      
              915.175E-03        645.114E-03        939.04             939.04             939.04       
              915.715E-03        645.395E-03        939.105            939.105            939.105      
              916.255E-03        645.677E-03        939.169            939.169            939.169      
              916.796E-03        645.959E-03        939.234            939.234            939.234      
              917.336E-03        646.24E-03         939.299            939.299            939.299      
              917.876E-03        646.521E-03        939.363            939.363            939.363      
              918.416E-03        646.803E-03        939.428            939.428            939.428      
              918.956E-03        647.084E-03        939.492            939.492            939.492      
              919.496E-03        647.365E-03        939.557            939.557            939.557      
              920.036E-03        647.646E-03        939.621            939.621            939.621      
              920.576E-03        647.927E-03        939.686            939.686            939.686      
              921.115E-03        648.207E-03        939.75             939.75             939.75       
              921.655E-03        648.488E-03        939.814            939.814            939.814      
              922.195E-03        648.768E-03        939.878            939.878            939.878      
              922.734E-03        649.049E-03        939.942            939.942            939.942      
              923.274E-03        649.329E-03        940.007            940.007            940.007      
              923.813E-03        649.609E-03        940.071            940.071            940.071      
              924.352E-03        649.889E-03        940.135            940.135            940.135      
              924.892E-03        650.169E-03        940.199            940.199            940.199      
              925.431E-03        650.448E-03        940.262            940.262            940.262      
              925.97E-03         650.728E-03        940.326            940.326            940.326      
              926.509E-03        651.008E-03        940.39             940.39             940.39       
              927.048E-03        651.287E-03        940.454            940.454            940.454      
              927.587E-03        651.567E-03        940.518            940.518            940.518      
              928.126E-03        651.846E-03        940.581            940.581            940.581      
              928.665E-03        652.125E-03        940.645            940.645            940.645      
              929.204E-03        652.404E-03        940.708            940.708            940.708      
              929.742E-03        652.683E-03        940.772            940.772            940.772      
              930.281E-03        652.961E-03        940.835            940.835            940.835      
              930.82E-03         653.24E-03         940.899            940.899            940.899      
              931.358E-03        653.519E-03        940.962            940.962            940.962      
              931.897E-03        653.797E-03        941.026            941.026            941.026      
              932.435E-03        654.076E-03        941.089            941.089            941.089      
              932.974E-03        654.354E-03        941.152            941.152            941.152      
              933.512E-03        654.632E-03        941.215            941.215            941.215      
              934.05E-03         654.91E-03         941.278            941.278            941.278      
              934.588E-03        655.188E-03        941.341            941.341            941.341      
              935.126E-03        655.466E-03        941.405            941.405            941.405      
              935.664E-03        655.743E-03        941.468            941.468            941.468      
              936.202E-03        656.021E-03        941.53             941.53             941.53       
              936.74E-03         656.298E-03        941.593            941.593            941.593      
              937.278E-03        656.576E-03        941.656            941.656            941.656      
              937.816E-03        656.853E-03        941.719            941.719            941.719      
              938.354E-03        657.13E-03         941.782            941.782            941.782      
              938.891E-03        657.407E-03        941.845            941.845            941.845      
              939.429E-03        657.684E-03        941.907            941.907            941.907      
              939.966E-03        657.961E-03        941.97             941.97             941.97       
              940.504E-03        658.237E-03        942.032            942.032            942.032      
              941.041E-03        658.514E-03        942.095            942.095            942.095      
              941.579E-03        658.791E-03        942.157            942.157            942.157      
              942.116E-03        659.067E-03        942.22             942.22             942.22       
              942.653E-03        659.343E-03        942.282            942.282            942.282      
              943.19E-03         659.619E-03        942.345            942.345            942.345      
              943.727E-03        659.895E-03        942.407            942.407            942.407      
              944.264E-03        660.171E-03        942.469            942.469            942.469      
              944.801E-03        660.447E-03        942.531            942.531            942.531      
              945.338E-03        660.723E-03        942.594            942.594            942.594      
              945.875E-03        660.999E-03        942.656            942.656            942.656      
              946.412E-03        661.274E-03        942.718            942.718            942.718      
              946.949E-03        661.549E-03        942.78             942.78             942.78       
              947.485E-03        661.825E-03        942.842            942.842            942.842      
              948.022E-03        662.1E-03          942.904            942.904            942.904      
              948.558E-03        662.375E-03        942.966            942.966            942.966      
              949.095E-03        662.65E-03         943.027            943.027            943.027      
              949.631E-03        662.925E-03        943.089            943.089            943.089      
              950.168E-03        663.2E-03          943.151            943.151            943.151      
              950.704E-03        663.474E-03        943.213            943.213            943.213      
              951.24E-03         663.749E-03        943.274            943.274            943.274      
              951.776E-03        664.023E-03        943.336            943.336            943.336      
              952.312E-03        664.298E-03        943.398            943.398            943.398      
              952.849E-03        664.572E-03        943.459            943.459            943.459      
              953.384E-03        664.846E-03        943.521            943.521            943.521      
              953.92E-03         665.12E-03         943.582            943.582            943.582      
              954.456E-03        665.394E-03        943.643            943.643            943.643      
              954.992E-03        665.668E-03        943.705            943.705            943.705      
              955.528E-03        665.941E-03        943.766            943.766            943.766      
              956.063E-03        666.215E-03        943.827            943.827            943.827      
              956.599E-03        666.488E-03        943.888            943.888            943.888      
              957.135E-03        666.762E-03        943.95             943.95             943.95       
              957.67E-03         667.035E-03        944.011            944.011            944.011      
              958.205E-03        667.308E-03        944.072            944.072            944.072      
              958.741E-03        667.581E-03        944.133            944.133            944.133      
              959.276E-03        667.854E-03        944.194            944.194            944.194      
              959.811E-03        668.127E-03        944.255            944.255            944.255      
              960.347E-03        668.4E-03          944.316            944.316            944.316      
              960.882E-03        668.672E-03        944.377            944.377            944.377      
              961.417E-03        668.945E-03        944.437            944.437            944.437      
              961.952E-03        669.217E-03        944.498            944.498            944.498      
              962.487E-03        669.49E-03         944.559            944.559            944.559      
              963.022E-03        669.762E-03        944.62             944.62             944.62       
              963.556E-03        670.034E-03        944.68             944.68             944.68       
              964.091E-03        670.306E-03        944.741            944.741            944.741      
              964.626E-03        670.578E-03        944.801            944.801            944.801      
              965.16E-03         670.85E-03         944.862            944.862            944.862      
              965.695E-03        671.121E-03        944.922            944.922            944.922      
              966.229E-03        671.393E-03        944.983            944.983            944.983      
              966.764E-03        671.664E-03        945.043            945.043            945.043      
              967.298E-03        671.936E-03        945.104            945.104            945.104      
              967.833E-03        672.207E-03        945.164            945.164            945.164      
              968.367E-03        672.478E-03        945.224            945.224            945.224      
              968.901E-03        672.749E-03        945.284            945.284            945.284      
              969.435E-03        673.02E-03         945.344            945.344            945.344      
              969.969E-03        673.291E-03        945.405            945.405            945.405      
              970.503E-03        673.562E-03        945.465            945.465            945.465      
              971.037E-03        673.832E-03        945.525            945.525            945.525      
              971.571E-03        674.103E-03        945.585            945.585            945.585      
              972.105E-03        674.373E-03        945.645            945.645            945.645      
              972.639E-03        674.643E-03        945.704            945.704            945.704      
              973.172E-03        674.914E-03        945.764            945.764            945.764      
              973.706E-03        675.184E-03        945.824            945.824            945.824      
              974.24E-03         675.454E-03        945.884            945.884            945.884      
              974.773E-03        675.724E-03        945.944            945.944            945.944      
              975.307E-03        675.994E-03        946.003            946.003            946.003      
              975.84E-03         676.263E-03        946.063            946.063            946.063      
              976.373E-03        676.533E-03        946.123            946.123            946.123      
              976.907E-03        676.802E-03        946.182            946.182            946.182      
              977.44E-03         677.072E-03        946.242            946.242            946.242      
              977.973E-03        677.341E-03        946.301            946.301            946.301      
              978.506E-03        677.61E-03         946.361            946.361            946.361      
              979.039E-03        677.879E-03        946.42             946.42             946.42       
              979.572E-03        678.148E-03        946.479            946.479            946.479      
              980.105E-03        678.417E-03        946.539            946.539            946.539      
              980.638E-03        678.686E-03        946.598            946.598            946.598      
              981.171E-03        678.955E-03        946.657            946.657            946.657      
              981.703E-03        679.223E-03        946.716            946.716            946.716      
              982.236E-03        679.492E-03        946.775            946.775            946.775      
              982.769E-03        679.76E-03         946.835            946.835            946.835      
              983.301E-03        680.028E-03        946.894            946.894            946.894      
              983.834E-03        680.296E-03        946.953            946.953            946.953      
              984.366E-03        680.564E-03        947.012            947.012            947.012      
              984.898E-03        680.832E-03        947.07             947.07             947.07       
              985.431E-03        681.1E-03          947.129            947.129            947.129      
              985.963E-03        681.368E-03        947.188            947.188            947.188      
              986.495E-03        681.636E-03        947.247            947.247            947.247      
              987.027E-03        681.903E-03        947.306            947.306            947.306      
              987.559E-03        682.171E-03        947.365            947.365            947.365      
              988.091E-03        682.438E-03        947.423            947.423            947.423      
              988.623E-03        682.705E-03        947.482            947.482            947.482      
              989.155E-03        682.972E-03        947.54             947.54             947.54       
              989.687E-03        683.239E-03        947.599            947.599            947.599      
              990.219E-03        683.506E-03        947.658            947.658            947.658      
              990.75E-03         683.773E-03        947.716            947.716            947.716      
              991.282E-03        684.04E-03         947.774            947.774            947.774      
              991.814E-03        684.306E-03        947.833            947.833            947.833      
              992.345E-03        684.573E-03        947.891            947.891            947.891      
              992.877E-03        684.839E-03        947.95             947.95             947.95       
              993.408E-03        685.106E-03        948.008            948.008            948.008      
              993.939E-03        685.372E-03        948.066            948.066            948.066      
              994.471E-03        685.638E-03        948.124            948.124            948.124      
              995.002E-03        685.904E-03        948.182            948.182            948.182      
              995.533E-03        686.17E-03         948.24             948.24             948.24       
              996.064E-03        686.436E-03        948.299            948.299            948.299      
              996.595E-03        686.702E-03        948.357            948.357            948.357      
              997.126E-03        686.967E-03        948.414            948.414            948.414      
              997.657E-03        687.233E-03        948.472            948.472            948.472      
              998.188E-03        687.498E-03        948.53             948.53             948.53       
              998.719E-03        687.763E-03        948.588            948.588            948.588      
              999.25E-03         688.029E-03        948.646            948.646            948.646      
              999.78E-03         688.294E-03        948.704            948.704            948.704      
                1.               688.404E-03        948.728            948.728            948.728      




