
                  X                 S11                S12                S13                S22                S23                S33                SP1                SP2                SP3              SDV_Seq            SDV_Svm             SDV_D            SDV_TRIAX           SDV_LODE           SDV_EQPS         SDV_EQPSdot           SDV_T                U2                RF2                RF2L            U2_EXT_Y1    
                1.48983           11.468            216.299E-06        280.242E-06          3.82654          -22.4963E-06        -9.36089E-03       -9.3609E-03         3.82654           11.468             10.1202            10.1202             0.               503.455E-03        361.241E-03          0.                 1.E-03            25.               156.902E-06         -1.98952            2.31841           10.3657E-06 
                1.55467           12.0685          -658.356E-06        627.759E-06          3.55435          258.717E-06        -46.8851E-03       -46.8852E-03         3.55435           12.0685            10.776             10.776              0.               481.812E-03        439.231E-03          0.                 1.E-03            25.               163.73E-06          -2.07817            2.2372            10.9293E-06 
                1.6195            13.2832          -619.075E-06       -557.517E-06          3.82613          143.852E-06         -1.52852E-03       -1.52855E-03        3.82613           13.2832            11.8442            11.8442             0.               481.467E-03        458.249E-03          0.                 1.E-03            25.               170.558E-06         -2.32128            2.05899           12.0785E-06 
                1.68434           14.3903           391.9E-06         -438.43E-06           4.32368           73.5912E-06        10.3392E-03        10.3392E-03         4.32368           14.3903            12.7813            12.7813             0.               488.325E-03        433.556E-03          0.                 1.E-03            25.               177.386E-06         -2.49998            2.1499            13.0198E-06 
                1.74917           13.6615          -169.116E-06         37.9109E-06         3.76665          502.329E-06        105.723E-03        105.723E-03          3.76665           13.6615            12.1464            12.1464             0.               481.182E-03        495.647E-03          0.                 1.E-03            25.               184.214E-06         -2.377              2.36734           12.5181E-06 
                1.81401           13.9723            23.8625E-06       243.168E-06          4.11594          137.001E-06         -8.35142E-03       -8.35143E-03        4.11594           13.9723            12.4422            12.4422             0.               484.37E-03         443.92E-03           0.                 1.E-03            25.               191.042E-06         -2.42486            2.79205           12.6797E-06 
                1.87884           14.2712          -203.277E-06        130.568E-06          4.27937         -150.552E-06        -19.3182E-03       -19.3182E-03         4.27937           14.2712            12.6991            12.6991             0.               486.419E-03        431.772E-03          0.                 1.E-03            25.               197.871E-06         -2.44937            2.75365           12.936E-06  
                1.94368           16.0429          -288.139E-06       -367.909E-06          4.99312          -55.0733E-06        -9.98133E-03       -9.98134E-03        4.99312           16.0429            14.2272            14.2272             0.               492.627E-03        408.973E-03          0.                 1.E-03            25.               204.699E-06         -2.77293            2.663             14.516E-06  
                2.00851           16.3615          -101.468E-06        -84.1486E-06         4.50427           52.0793E-06      -895.57E-06        -895.571E-06          4.50427           16.3615            14.6393            14.6393             0.               475.088E-03        484.769E-03          0.                 1.E-03            25.               211.527E-06         -2.87616            2.57026           14.9443E-06 
                2.07334           17.1674          -251.732E-06        472.532E-06          4.89356           14.7228E-06        30.7358E-03        30.7358E-03         4.89356           17.1674            15.2964            15.2964             0.               481.414E-03        467.308E-03          0.                 1.E-03            25.               218.355E-06         -2.95625            2.71891           15.6045E-06 
                2.13818           16.2401          -119.117E-06       -325.916E-06          5.18087          374.496E-06         29.0097E-03        29.0096E-03         5.18087           16.2401            14.3465            14.3465             0.               498.377E-03        396.035E-03          0.                 1.E-03            25.               225.183E-06         -2.89753            3.12497           14.7396E-06 
                2.20301           16.8321          -599.257E-06        110.59E-06           4.46094         -161.848E-06        -14.954E-03        -14.954E-03          4.46094           16.8321            15.1146            15.1146             0.               469.261E-03        504.67E-03           0.                 1.E-03            25.               232.011E-06         -2.88491            3.28725           15.3953E-06 
                2.26785           18.5361           270.436E-06        536.171E-06          5.8157          -167.41E-06        -138.472E-03       -138.472E-03          5.8157            18.5361            16.5228            16.5228             0.               488.485E-03        393.84E-03           0.                 1.E-03            25.               238.839E-06         -3.1725             3.2194            16.613E-06  
                2.33268           18.4942            84.9492E-06       166.561E-06          5.55753           65.956E-06         28.4597E-03        28.4597E-03         5.55753           18.4942            16.4151            16.4151             0.               488.984E-03        434.671E-03          0.                 1.E-03            25.               245.667E-06         -3.28342            3.0566            16.8431E-06 
                2.39752           19.8224          -368.483E-06       -301.55E-06           5.52256         -150.161E-06        -40.4271E-03       -40.4271E-03         5.52256           19.8224            17.7478            17.7478             0.               475.263E-03        474.974E-03          0.                 1.E-03            25.               252.495E-06         -3.42693            3.15123           18.0817E-06 
                2.46235           19.3929           -78.2236E-06       237.914E-06          5.56885          -41.3429E-06       -92.0522E-03       -92.0522E-03         5.56885           19.3929            17.3611            17.3611             0.               477.499E-03        453.25E-03           0.                 1.E-03            25.               259.323E-06         -3.397              3.38112           17.6511E-06 
                2.52718           19.2615          -357.16E-06         351.925E-06          6.06366          141.761E-06        -33.3877E-03       -33.3877E-03         6.06366           19.2615            17.0829            17.0829             0.               493.511E-03        399.848E-03          0.                 1.E-03            25.               266.151E-06         -3.38539            3.81701           17.4576E-06 
                2.59202           20.4111           180.666E-06        119.245E-06          6.01501         -338.413E-06        -48.1737E-03       -48.1737E-03         6.01501           20.4111            18.2015            18.2015             0.               483.072E-03        441.089E-03          0.                 1.E-03            25.               272.979E-06         -3.52224            3.69972           18.5481E-06 
                2.65685           21.3925          -211.689E-06       -212.81E-06           6.192            -89.6044E-06         1.55669E-03        1.55669E-03        6.192             21.3925            19.065             19.065              0.               482.316E-03        455.604E-03          0.                 1.E-03            25.               279.807E-06         -3.72304            3.64111           19.4215E-06 
                2.72169           22.2935          -176.126E-06       -247.773E-06          6.59891          148.613E-06        -32.9092E-03       -32.9092E-03         6.59891           22.2935            19.8591            19.8591             0.               484.404E-03        439.658E-03          0.                 1.E-03            25.               286.635E-06         -3.87421            3.5352            20.2138E-06 
                2.78652           22.0377           -95.1992E-06       406.961E-06          5.99997           76.1291E-06        -4.76188E-03       -4.76189E-03        5.99997           22.0377            19.7375            19.7375             0.               473.43E-03         490.795E-03          0.                 1.E-03            25.               293.463E-06         -3.88761            3.77498           20.2018E-06 
                2.85135           22.4124          -154.655E-06        303.542E-06          6.65662          116.92E-06         -24.4312E-03       -24.4312E-03         6.65662           22.4124            19.9536            19.9536             0.               485.202E-03        438.127E-03          0.                 1.E-03            25.               300.291E-06         -3.89282            4.20501           20.3627E-06 
                2.91619           22.2468          -410.426E-06         36.1337E-06         6.82272         -165.629E-06         81.4E-03           81.4E-03            6.82272           22.2468            19.6806            19.6806             0.               493.733E-03        424.793E-03          0.                 1.E-03            25.               307.119E-06         -3.92027            4.18618           20.1751E-06 
                2.98102           24.2015           189.473E-06       -217.555E-06          6.89361         -124.625E-06         -8.77764E-03       -8.77764E-03        6.89361           24.2015            21.6025            21.6025             0.               479.67E-03         464.534E-03          0.                 1.E-03            25.               313.947E-06         -4.1684             4.23091           22.0278E-06 
                3.04586           24.293           -260.033E-06        359.446E-06          6.94506         -137.623E-06          1.59288E-03        1.59287E-03        6.94506           24.293             21.6707            21.6707             0.               480.521E-03        463.001E-03          0.                 1.E-03            25.               320.79E-06          -4.25525            3.95585           22.1373E-06 
                3.11069           25.2341          -654.898E-06       -120.591E-06          7.41739           68.3957E-06        56.0286E-03        56.0286E-03         7.41739           25.2341            22.4227            22.4227             0.               486.225E-03        449.402E-03          0.                 1.E-03            25.               328.225E-06         -4.42315            4.23932           22.9554E-06 
                3.17552           24.6757          -412.831E-06        111.257E-06          7.08571           54.1339E-06         9.77625E-03        9.77625E-03        7.08571           24.6757            21.9987            21.9987             0.               481.41E-03         460.859E-03          0.                 1.E-03            25.               336.543E-06         -4.34137            4.62937           22.5359E-06 
                3.24036           25.2593          -647.867E-06       -276.845E-06          7.79706         -171.324E-06         51.3465E-03        51.3465E-03         7.79706           25.2593            22.3648            22.3648             0.               493.45E-03         418.209E-03          0.                 1.E-03            25.               345.744E-06         -4.40818            4.8306            22.8961E-06 
                3.30519           26.6226          -642.861E-06       -191.142E-06          8.00278          176.005E-06         99.5717E-03        99.5717E-03         8.00278           26.6226            23.5863            23.5863             0.               490.75E-03         437.7E-03            0.                 1.E-03            25.               355.829E-06         -4.66996            4.89535           24.2038E-06 
                3.37002           27.5547          -560.159E-06        159.896E-06          8.01775          199.315E-06        118.24E-03         118.24E-03           8.01775           27.5547            24.4628            24.4628             0.               486.326E-03        458.677E-03          0.                 1.E-03            25.               366.797E-06         -4.82104            4.63829           25.143E-06  
                3.43486           29.3709           -33.8123E-06       863.625E-09          8.09166          105.217E-06         17.2779E-03        17.2779E-03         8.09166           29.3709            26.2644            26.2644             0.               475.674E-03        485.312E-03          0.                 1.E-03            25.               378.649E-06         -5.13144            4.85682           26.813E-06  
                3.49969           29.2177          -274.372E-06        -14.7075E-06         8.22521         -207.392E-06          2.24599E-03        2.24598E-03        8.22521           29.2177            26.0945            26.0945             0.               478.328E-03        472.096E-03          0.                 1.E-03            25.               391.383E-06         -5.13379            5.15346           26.6691E-06 
                3.56453           30.1459          -547.038E-06        -29.1009E-06         9.02592           60.5561E-06        47.371E-03         47.371E-03          9.02592           30.1459            26.7637            26.7637             0.               488.463E-03        437.011E-03          0.                 1.E-03            25.               405.002E-06         -5.24574            5.62325           27.3416E-06 
                3.62936           30.8459          -895.151E-06       -125.209E-06          9.09368          122.542E-06         52.0399E-03        52.0399E-03         9.09368           30.8459            27.4151            27.4151             0.               486.249E-03        446.803E-03          0.                 1.E-03            25.               419.503E-06         -5.40182            5.81754           28.0179E-06 
                3.69419           32.915           -595.702E-06         74.5588E-06         9.99486          -40.898E-06         33.962E-03         33.962E-03          9.99486           32.915             29.2038            29.2038             0.               490.164E-03        427.31E-03           0.                 1.E-03            25.               434.888E-06         -5.74016            5.65653           29.8313E-06 
                3.75903           34.4098          -209.848E-06        137.024E-06          9.90091          195.258E-06         52.6786E-03        52.6786E-03         9.90091           34.4098            30.6438            30.6438             0.               482.57E-03         461.333E-03          0.                 1.E-03            25.               451.156E-06         -6.04349            5.80833           31.3973E-06 
                3.82386           35.2628          -640.918E-06        -72.3652E-06        10.0583           174.638E-06         67.3694E-03        67.3694E-03        10.0583            35.2628            31.415             31.415              0.               481.6E-03          467.096E-03          0.                 1.E-03            25.               468.308E-06         -6.20424            6.04861           32.2397E-06 
                3.88869           36.6202          -285.512E-06        -33.8591E-06        10.9629           -91.7511E-06       -33.4573E-03       -33.4573E-03        10.9629            36.6202            32.5784            32.5784             0.               486.514E-03        433.45E-03           0.                 1.E-03            25.               486.343E-06         -6.37311            6.55218           33.2389E-06 
                3.95353           36.9852            -1.05735E-03      -97.7821E-06        11.008            126.47E-06          61.3388E-03        61.3388E-03        11.008             36.9852            32.8483            32.8483             0.               487.641E-03        440.858E-03          0.                 1.E-03            25.               505.261E-06         -6.51132            6.97933           33.6092E-06 
                4.01836           39.5688          -329.236E-06         84.2643E-06        12.1573           133.356E-06         32.7983E-03        32.7983E-03        12.1573            39.5688            35.082             35.082              0.               491.79E-03         419.476E-03          0.                 1.E-03            25.               525.063E-06         -6.89656            7.0465            35.8481E-06 
                4.08319           41.4786          -684.356E-06        125.509E-06         11.7839          -107.798E-06          7.08641E-03        7.08641E-03       11.7839            41.4786            37.0159            37.0159             0.               479.699E-03        466.88E-03           0.                 1.E-03            25.               545.747E-06         -7.25246            7.01653           37.7948E-06 
                4.14803           43.0025          -756.884E-06       -213.968E-06         12.549            -25.4036E-06        16.5451E-03        16.5451E-03        12.549             43.0025            38.2901            38.2901             0.               483.745E-03        451.122E-03          0.                 1.E-03            25.               567.316E-06         -7.55487            7.34714           39.176E-06  
                4.21286           44.4191           -15.6763E-06        -2.82063E-06       12.882             57.0558E-06        18.9428E-03        18.9428E-03        12.882             44.4191            39.5691            39.5691             0.               482.87E-03         454.954E-03          0.                 1.E-03            25.               589.767E-06         -7.74803            7.73371           40.5059E-06 
                4.27769           45.833             -1.04456E-03       56.5864E-06        13.5041          -125.434E-06        -21.3402E-03       -21.3402E-03        13.5041            45.833             40.8088            40.8088             0.               484.501E-03        443.993E-03          0.                 1.E-03            25.               613.102E-06         -8.01409            8.38176           41.6469E-06 
                4.34253           47.8417          -482.6E-06         -235.765E-06         14.5886            73.4744E-06        -9.38959E-03       -9.38959E-03       14.5886            47.8417            42.477             42.477              0.               489.84E-03         422.835E-03          0.                 1.E-03            25.               637.32E-06          -8.32402            8.62308           43.3534E-06 
                4.40736           49.7788          -613.091E-06        -12.086E-06         14.6913           105.19E-06          14.0079E-03        14.0079E-03        14.6913            49.7788            44.2893            44.2893             0.               485.325E-03        444.056E-03          0.                 1.E-03            25.               662.422E-06         -8.73743            8.68539           45.287E-06  
                4.47219           52.5062          -929.559E-06         12.6097E-06        15.523             64.658E-06         13.2658E-03        13.2658E-03        15.523             52.5062            46.7109            46.7109             0.               485.557E-03        442.951E-03          0.                 1.E-03            25.               688.407E-06         -9.17971            8.89726           47.7542E-06 
                4.53702           53.6958          -481.669E-06        178.037E-06         15.3999            10.1307E-06        -1.07818E-03       -1.07818E-03       15.3999            53.6958            47.8911            47.8911             0.               480.914E-03        460.98E-03           0.                 1.E-03            25.               715.275E-06         -9.40399            9.2602            48.9733E-06 
                4.60186           56.0283          -322.258E-06         68.7425E-06        16.972            -91.8597E-06       -48.6569E-03       -48.6569E-03        16.972             56.0283            49.7982            49.7982             0.               488.315E-03        426.082E-03          0.                 1.E-03            25.               743.026E-06         -9.7786            10.0617            50.8706E-06 
                4.66669           57.6299          -945.533E-06         35.3441E-06        17.1644            46.4671E-06      -331.829E-06       -331.829E-06         17.1644            57.6299            51.251             51.251              0.               486.455E-03        437.978E-03          0.                 1.E-03            25.               771.661E-06        -10.0577            10.3624            52.357E-06  
                4.73152           60.332             -1.02186E-03     -124.07E-06          17.9272           250.87E-06          43.3532E-03        43.3532E-03        17.9272            60.332             53.6317            53.6317             0.               486.668E-03        440.499E-03          0.                 1.E-03            25.               801.179E-06        -10.5534            10.6807            54.8274E-06 
                4.79635           62.7945            -1.00878E-03      -73.2901E-06        18.4971            23.7087E-06        61.2795E-03        61.2795E-03        18.4971            62.7945            55.8462            55.8462             0.               485.577E-03        446.265E-03          0.                 1.E-03            25.               831.58E-06         -11.0286            10.7682            57.1418E-06 
                4.86118           65.4376          -428.552E-06         53.4637E-06        18.9231          -206.202E-06        -20.4441E-03       -20.4441E-03        18.9231            65.4376            58.3404            58.3404             0.               481.886E-03        455.596E-03          0.                 1.E-03            25.               862.865E-06        -11.4212            11.152             59.6558E-06 
                4.92602           67.2491            -1.28033E-03        1.84146E-06       19.8141            71.9948E-06         8.55241E-03        8.55241E-03       19.8141            67.2491            59.8483            59.8483             0.               484.959E-03        444.862E-03          0.                 1.E-03            25.               895.032E-06        -11.7826            11.9601            61.1106E-06 
                4.99085           69.6807          -981.582E-06       -116.81E-06          20.8247           120.587E-06         22.7018E-03        22.7018E-03        20.8247            69.6807            61.9349            61.9349             0.               487.221E-03        436.331E-03          0.                 1.E-03            25.               928.083E-06        -12.1119            12.4184            63.2669E-06 
                5.05568           72.4468          -923.155E-06         11.3877E-06        21.6638            90.7505E-06        -3.8259E-03        -3.8259E-03        21.6638            72.4468            64.4108            64.4108             0.               487.014E-03        435.416E-03          0.                 1.E-03            25.               962.018E-06        -12.6504            12.9144            65.8223E-06 
                5.12051           74.986             -1.07014E-03     -197.214E-06         21.9289           102.731E-06         14.6966E-03        14.6966E-03        21.9289            74.986             66.7682            66.7682             0.               483.911E-03        449.551E-03          0.                 1.E-03            25.               996.401E-06        -13.1253            12.9622            68.2572E-06 
                5.18534           78.6344          -950.084E-06       -115.637E-06         23.1587          -113.242E-06         26.2092E-03        26.2092E-03        23.1587            78.6344            69.9711            69.9711             0.               485.054E-03        445.43E-03           0.                 1.E-03            25.                 1.03078E-03      -13.7326            13.2937            71.5855E-06 
                5.25017           80.1304            -1.00823E-03      -97.4062E-06        23.6516          -117.185E-06         22.9E-03           22.9E-03           23.6516            80.1304            71.293             71.293              0.               485.344E-03        443.998E-03          0.                 1.E-03            25.                 1.06517E-03      -14.0613            13.9589            72.924E-06  
                5.315             82.9452            -1.02165E-03       -5.46658E-06       24.3495           133.723E-06         -2.55448E-03       -2.55448E-03       24.3495            82.9452            73.8472            73.8472             0.               484.298E-03        446.877E-03          0.                 1.E-03            25.                 1.09955E-03      -14.424             14.6018            75.4416E-06 
                5.37983           85.1373            -1.26703E-03       12.3001E-06        25.6119            48.552E-06         14.562E-03         14.562E-03         25.6119            85.1373            75.6451            75.6451             0.               488.085E-03        431.974E-03          0.                 1.E-03            25.                 1.13394E-03      -14.8566            15.2062            77.263E-06  
                5.44467           87.56              -1.10376E-03        6.05432E-06       25.9659            85.2325E-06        33.3152E-03        33.3152E-03        25.9659            87.56              77.8693            77.8693             0.               486.11E-03         441.241E-03          0.                 1.E-03            25.                 1.16832E-03      -15.346             15.3806            79.6342E-06 
                5.5095            91.5307          -833.607E-06         42.1201E-06        26.3895            55.7104E-06        46.2635E-03        46.2635E-03        26.3895            91.5307            81.5682            81.5682             0.               482.077E-03        458.608E-03          0.                 1.E-03            25.                 1.2027E-03       -15.9765            15.6021            83.469E-06  
                5.57433           93.1875            -1.36348E-03      -49.7734E-06        27.5359           -69.751E-06         41.8428E-03        41.8428E-03        27.5359            93.1875            82.892             82.892              0.               485.633E-03        443.558E-03          0.                 1.E-03            25.                 1.23708E-03      -16.3763            16.0754            84.7964E-06 
                5.63916           96.2369            -1.18486E-03      -22.1884E-06        28.5857            -4.07094E-06       13.9046E-03        13.9046E-03        28.5857            96.2369            85.5918            85.5918             0.               486.17E-03         439.88E-03           0.                 1.E-03            25.                 1.27147E-03      -16.7648            16.7904            87.5038E-06 
                5.70399           97.7552            -1.28272E-03      -13.4811E-06        28.9671           -29.203E-06        -14.3379E-03       -14.3379E-03        28.9671            97.7552            86.9788            86.9788             0.               485.59E-03         440.94E-03           0.                 1.E-03            25.                 1.30585E-03      -17.0789            17.4194            88.8734E-06 
                5.76882          100.837             -1.53527E-03      -42.2288E-06        30.1276            -5.96418E-06      -14.1626E-03       -14.1626E-03        30.1276           100.837             89.6638            89.6638             0.               486.819E-03        435.82E-03           0.                 1.E-03            25.                 1.34023E-03      -17.5946            17.8521            91.5815E-06 
                5.83365          103.974             -1.07437E-03       26.8655E-06        30.5515            36.3662E-06       -18.8391E-03       -18.8391E-03        30.5515           103.974             92.5739            92.5739             0.               484.321E-03        446.076E-03          0.                 1.E-03            25.                 1.37462E-03      -18.1587            17.9151            94.6166E-06 
                5.89848          106.489             -1.26148E-03      -27.9417E-06        31.0403            18.5585E-06       -20.3442E-03       -20.3442E-03        31.0403           106.489             94.8728            94.8728             0.               483.136E-03        450.965E-03          0.                 1.E-03            25.                 1.409E-03        -18.6691            18.3263            97.0176E-06 
                5.96331          109.327             -1.1919E-03        13.8184E-06        32.3604           -16.7791E-06         8.62227E-03        8.62227E-03       32.3604           109.327             97.2649            97.2649             0.               485.601E-03        441.953E-03          0.                 1.E-03            25.                 1.44338E-03      -19.0591            18.8815            99.4346E-06 
                6.02814          110.957             -1.48795E-03      -31.8716E-06        32.9458            11.9916E-06       -14.6216E-03       -14.6216E-03        32.9458           110.957             98.7092            98.7092             0.               485.901E-03        439.707E-03          0.                 1.E-03            25.                 1.47776E-03      -19.4003            19.619            100.852E-06  
                6.09297          113.909             -1.28009E-03      -23.4029E-06        33.6202             7.57828E-06        8.0262E-03         8.0262E-03        33.6202           113.909            101.364            101.364              0.               485.171E-03        443.708E-03          0.                 1.E-03            25.                 1.51215E-03      -19.8483            20.2159           103.609E-06  
                6.15779          116.379             -1.71164E-03        1.33687E-06       34.169              5.59943E-06      -46.2099E-03       -46.2099E-03        34.169            116.379            103.643            103.643              0.               484.037E-03        446.253E-03          0.                 1.E-03            25.                 1.54653E-03      -20.3325            20.2792           105.879E-06  
                6.22262          119.839             -1.54021E-03      -20.1978E-06        35.5146            -3.17543E-06      -54.744E-03        -54.744E-03         35.5146           119.839            106.655            106.655              0.               485.365E-03        440.422E-03          0.                 1.E-03            25.                 1.58091E-03      -20.9673            20.6473           108.946E-06  
                6.28745          122.044             -1.45432E-03     -124.007E-06         35.4311            58.3935E-06         5.06984E-03        5.06984E-03       35.4311           122.044            108.743            108.743              0.               482.727E-03        453.751E-03          0.                 1.E-03            25.                 1.61529E-03      -21.3125            20.9909           111.204E-06  
                6.35228          124.393             -1.45487E-03      -47.1823E-06        37.2642             8.73027E-06      -21.6249E-03       -21.6249E-03        37.2642           124.393            110.591            110.591              0.               487.188E-03        434.112E-03          0.                 1.E-03            25.                 1.64968E-03      -21.7367            21.8532           113.034E-06  
                6.41711          126.548             -1.37709E-03       87.6132E-06        37.5425          -511.796E-09          2.11434E-03        2.11434E-03       37.5425           126.548            112.573            112.573              0.               485.887E-03        440.465E-03          0.                 1.E-03            25.                 1.68406E-03      -22.0936            22.4478           115.069E-06  
                6.48194          129.106             -1.32296E-03       75.8551E-06        38.2096           -67.86E-06         -51.4109E-03       -51.4109E-03        38.2096           129.106            114.908            114.908              0.               485.212E-03        441.337E-03          0.                 1.E-03            25.                 1.71844E-03      -22.5529            22.7045           117.463E-06  
                6.54677          132.439             -1.96661E-03       32.3793E-06        38.9247           -48.9532E-06       -39.9271E-03       -39.9271E-03        38.9247           132.439            117.928            117.928              0.               484.262E-03        445.759E-03          0.                 1.E-03            25.                 1.75282E-03      -23.1683            22.9935           120.538E-06  
