Time[s],Displacement longi[mm],Force[kN],N/A,N/A,N/A,Thickness[mm],OuterWidth[mm],N/A
138,0.42994,2.2571,0,0,0,0,0,
138.5,0.43281,2.2595,0,0,0,0,0,
139,0.43512,2.2627,0,0,0,0,0,
139.5,0.43778,2.2664,0,0,0,0,0,
140,0.43996,2.2687,0,0,0,0,0,
140.5,0.44253,2.2713,0,0,0,0,0,
141,0.44472,2.274,0,0,0,0,0,
141.5,0.44677,2.2767,0,0,0,0,0,
142,0.44943,2.2794,0,0,0,0,0,
142.5,0.45146,2.2813,0,0,0,0,0,
143,0.45421,2.2842,0,0,0,0,0,
143.5,0.45673,2.2878,0,0,0,0,0,
144,0.45982,2.2914,0,0,0,0,0,
144.5,0.46275,2.2938,0,0,0,0,0,
145,0.46497,2.2964,0,0,0,0,0,
145.5,0.46778,2.2998,0,0,0,0,0,
146,0.47043,2.3031,0,0,0,0,0,
146.5,0.47218,2.307,0,0,0,0,0,
147,0.47454,2.3095,0,0,0,0,0,
147.5,0.47705,2.3117,0,0,0,0,0,
148,0.47949,2.3148,0,0,0,0,0,
148.5,0.48206,2.3183,0,0,0,0,0,
149,0.48449,2.32,0,0,0,0,0,
149.5,0.48695,2.3217,0,0,0,0,0,
150,0.48999,2.3237,0,0,0,0,0,
150.5,0.49287,2.3259,0,0,0,0,0,
151,0.49563,2.3283,0,0,0,0,0,
151.5,0.4983,2.3307,0,0,0,0,0,
152,0.50038,2.3336,0,0,0,0,0,
152.5,0.50325,2.3366,0,0,0,0,0,
153,0.50558,2.3407,0,0,0,0,0,
153.5,0.50818,2.3432,0,0,0,0,0,
154,0.51017,2.3452,0,0,0,0,0,
154.5,0.51252,2.3467,0,0,0,0,0,
155,0.51525,2.3481,0,0,0,0,0,
155.5,0.51769,2.3492,0,0,0,0,0,
156,0.52073,2.351,0,0,0,0,0,
156.5,0.52349,2.3542,0,0,0,0,0,
157,0.52592,2.3568,0,0,0,0,0,
157.5,0.52914,2.36,0,0,0,0,0,
158,0.53187,2.3623,0,0,0,0,0,
158.5,0.53443,2.3647,0,0,0,0,0,
159,0.5366,2.3677,0,0,0,0,0,
159.5,0.53919,2.3705,0,0,0,0,0,
160,0.54156,2.3727,0,0,0,0,0,
160.5,0.54398,2.3772,0,0,0,0,0,
161,0.54615,2.3808,0,0,0,0,0,
161.5,0.54922,2.382,0,0,0,0,0,
162,0.55169,2.3816,0,0,0,0,0,
162.5,0.55455,2.3831,0,0,0,0,0,
163,0.55788,2.3844,0,0,0,0,0,
163.5,0.56079,2.3864,0,0,0,0,0,
164,0.56342,2.3897,0,0,0,0,0,
164.5,0.56574,2.3923,0,0,0,0,0,
165,0.56822,2.3939,0,0,0,0,0,
165.5,0.57119,2.3956,0,0,0,0,0,
166,0.57317,2.399,0,0,0,0,0,
166.5,0.57586,2.4022,0,0,0,0,0,
167,0.57806,2.4043,0,0,0,0,0,
167.5,0.5808,2.4053,0,0,0,0,0,
168,0.5836,2.4075,0,0,0,0,0,
168.5,0.58617,2.4112,0,0,0,0,0,
169,0.58929,2.4136,0,0,0,0,0,
169.5,0.59212,2.4157,0,0,0,0,0,
170,0.59512,2.4172,0,0,0,0,0,
170.5,0.59778,2.4186,0,0,0,0,0,
171,0.6002,2.4189,0,0,0,0,0,
171.5,0.60314,2.4212,0,0,0,0,0,
172,0.60561,2.4223,0,0,0,0,0,
172.5,0.60774,2.424,0,0,0,0,0,
173,0.61077,2.426,0,0,0,0,0,
173.5,0.61293,2.4288,0,0,0,0,0,
174,0.61579,2.431,0,0,0,0,0,
174.5,0.61842,2.4334,0,0,0,0,0,
175,0.62156,2.4355,0,0,0,0,0,
175.5,0.62465,2.4369,0,0,0,0,0,
176,0.62716,2.4386,0,0,0,0,0,
176.5,0.63035,2.4409,0,0,0,0,0,
177,0.63307,2.4431,0,0,0,0,0,
177.5,0.63522,2.4454,0,0,0,0,0,
178,0.638,2.4467,0,0,0,0,0,
178.5,0.64063,2.4482,0,0,0,0,0,
179,0.64337,2.4497,0,0,0,0,0,
179.5,0.64548,2.451,0,0,0,0,0,
180,0.64836,2.4534,0,0,0,0,0,
180.5,0.65102,2.4565,0,0,0,0,0,
181,0.65392,2.4578,0,0,0,0,0,
181.5,0.65681,2.4582,0,0,0,0,0,
182,0.66003,2.461,0,0,0,0,0,
182.5,0.66283,2.4641,0,0,0,0,0,
183,0.66551,2.4663,0,0,0,0,0,
183.5,0.66827,2.4689,0,0,0,0,0,
184,0.67088,2.4712,0,0,0,0,0,
184.5,0.67366,2.4724,0,0,0,0,0,
185,0.67612,2.4741,0,0,0,0,0,
185.5,0.6782,2.4769,0,0,0,0,0,
186,0.68141,2.4779,0,0,0,0,0,
186.5,0.68403,2.4788,0,0,0,0,0,
187,0.68661,2.4803,0,0,0,0,0,
187.5,0.6899,2.4826,0,0,0,0,0,
188,0.69297,2.4838,0,0,0,0,0,
188.5,0.69613,2.4844,0,0,0,0,0,
189,0.69867,2.4849,0,0,0,0,0,
189.5,0.70157,2.4878,0,0,0,0,0,
190,0.70395,2.4909,0,0,0,0,0,
190.5,0.70676,2.4925,0,0,0,0,0,
191,0.70956,2.4934,0,0,0,0,0,
191.5,0.71185,2.4955,0,0,0,0,0,
192,0.7148,2.4966,0,0,0,0,0,
192.5,0.71771,2.498,0,0,0,0,0,
193,0.7205,2.5,0,0,0,0,0,
193.5,0.72322,2.5022,0,0,0,0,0,
194,0.72598,2.5041,0,0,0,0,0,
194.5,0.72951,2.5041,0,0,0,0,0,
195,0.73243,2.5061,0,0,0,0,0,
195.5,0.73519,2.5094,0,0,0,0,0,
196,0.73767,2.5127,0,0,0,0,0,
196.5,0.74061,2.5132,0,0,0,0,0,
197,0.74327,2.5144,0,0,0,0,0,
197.5,0.74582,2.5154,0,0,0,0,0,
198,0.74845,2.5167,0,0,0,0,0,
198.5,0.75118,2.5191,0,0,0,0,0,
199,0.7539,2.5212,0,0,0,0,0,
199.5,0.7567,2.5223,0,0,0,0,0,
200,0.76004,2.5231,0,0,0,0,0,
200.5,0.76275,2.5243,0,0,0,0,0,
201,0.7662,2.5264,0,0,0,0,0,
201.5,0.76862,2.5289,0,0,0,0,0,
202,0.77184,2.5305,0,0,0,0,0,
202.5,0.77443,2.5316,0,0,0,0,0,
203,0.77666,2.5327,0,0,0,0,0,
203.5,0.77933,2.5345,0,0,0,0,0,
204,0.78182,2.5362,0,0,0,0,0,
204.5,0.78512,2.539,0,0,0,0,0,
205,0.78752,2.5406,0,0,0,0,0,
205.5,0.79027,2.5425,0,0,0,0,0,
206,0.79361,2.5443,0,0,0,0,0,
206.5,0.79662,2.545,0,0,0,0,0,
207,0.79954,2.5451,0,0,0,0,0,
207.5,0.80249,2.5473,0,0,0,0,0,
208,0.8054,2.5497,0,0,0,0,0,
208.5,0.80796,2.5506,0,0,0,0,0,
209,0.81044,2.5508,0,0,0,0,0,
209.5,0.81291,2.5524,0,0,0,0,0,
210,0.81564,2.5548,0,0,0,0,0,
210.5,0.81832,2.5563,0,0,0,0,0,
211,0.82095,2.5574,0,0,0,0,0,
211.5,0.82415,2.5596,0,0,0,0,0,
212,0.82727,2.5622,0,0,0,0,0,
212.5,0.83011,2.5632,0,0,0,0,0,
213,0.83298,2.5643,0,0,0,0,0,
213.5,0.83605,2.5655,0,0,0,0,0,
214,0.83872,2.5667,0,0,0,0,0,
214.5,0.84176,2.569,0,0,0,0,0,
215,0.8449,2.5707,0,0,0,0,0,
215.5,0.84716,2.5712,0,0,0,0,0,
216,0.84963,2.5725,0,0,0,0,0,
216.5,0.85276,2.5749,0,0,0,0,0,
217,0.85568,2.5769,0,0,0,0,0,
217.5,0.85837,2.5787,0,0,0,0,0,
218,0.86147,2.5808,0,0,0,0,0,
218.5,0.8648,2.5824,0,0,0,0,0,
219,0.86768,2.5835,0,0,0,0,0,
219.5,0.87055,2.5838,0,0,0,0,0,
220,0.8733,2.5843,0,0,0,0,0,
220.5,0.87617,2.5855,0,0,0,0,0,
221,0.87901,2.5864,0,0,0,0,0,
221.5,0.8816,2.5866,0,0,0,0,0,
222,0.88415,2.5877,0,0,0,0,0,
222.5,0.88699,2.5898,0,0,0,0,0,
223,0.89004,2.5919,0,0,0,0,0,
223.5,0.8928,2.5941,0,0,0,0,0,
224,0.89599,2.5968,0,0,0,0,0,
224.5,0.89889,2.5994,0,0,0,0,0,
225,0.90189,2.5993,0,0,0,0,0,
225.5,0.90494,2.5978,0,0,0,0,0,
226,0.90813,2.599,0,0,0,0,0,
226.5,0.91072,2.6013,0,0,0,0,0,
227,0.91338,2.6028,0,0,0,0,0,
227.5,0.91665,2.6034,0,0,0,0,0,
228,0.91913,2.606,0,0,0,0,0,
228.5,0.92217,2.6094,0,0,0,0,0,
229,0.92494,2.6118,0,0,0,0,0,
229.5,0.92784,2.6127,0,0,0,0,0,
230,0.93088,2.613,0,0,0,0,0,
230.5,0.93432,2.6143,0,0,0,0,0,
231,0.93733,2.6151,0,0,0,0,0,
231.5,0.94017,2.6161,0,0,0,0,0,
232,0.94314,2.6173,0,0,0,0,0,
232.5,0.94585,2.6188,0,0,0,0,0,
233,0.94889,2.62,0,0,0,0,0,
233.5,0.95151,2.6221,0,0,0,0,0,
234,0.95421,2.6241,0,0,0,0,0,
234.5,0.95678,2.6257,0,0,0,0,0,
235,0.95947,2.6272,0,0,0,0,0,
235.5,0.96266,2.6295,0,0,0,0,0,
236,0.96588,2.63,0,0,0,0,0,
236.5,0.96917,2.6293,0,0,0,0,0,
237,0.97207,2.6293,0,0,0,0,0,
237.5,0.97528,2.6311,0,0,0,0,0,
238,0.97827,2.6323,0,0,0,0,0,
238.5,0.98103,2.634,0,0,0,0,0,
239,0.98391,2.635,0,0,0,0,0,
239.5,0.98656,2.6361,0,0,0,0,0,
240,0.98927,2.6379,0,0,0,0,0,
240.5,0.99223,2.6393,0,0,0,0,0,
241,0.99471,2.6403,0,0,0,0,0,
241.5,0.99785,2.6406,0,0,0,0,0,
242,1.001,2.6415,0,0,0,0,0,
242.5,1.0041,2.6424,0,0,0,0,0,
243,1.0069,2.6441,0,0,0,0,0,
243.5,1.0103,2.6454,0,0,0,0,0,
244,1.0133,2.6473,0,0,0,0,0,
244.5,1.0163,2.6487,0,0,0,0,0,
245,1.0189,2.6494,0,0,0,0,0,
245.5,1.0213,2.6495,0,0,0,0,0,
246,1.0245,2.6513,0,0,0,0,0,
246.5,1.0269,2.6528,0,0,0,0,0,
247,1.0299,2.6543,0,0,0,0,0,
247.5,1.0328,2.6562,0,0,0,0,0,
248,1.0359,2.6606,0,0,0,0,0,
248.5,1.0389,2.6619,0,0,0,0,0,
249,1.042,2.6604,0,0,0,0,0,
249.5,1.0452,2.66,0,0,0,0,0,
250,1.0483,2.6628,0,0,0,0,0,
250.5,1.0511,2.6643,0,0,0,0,0,
251,1.054,2.6654,0,0,0,0,0,
251.5,1.0566,2.6663,0,0,0,0,0,
252,1.0593,2.6672,0,0,0,0,0,
252.5,1.0622,2.668,0,0,0,0,0,
253,1.065,2.67,0,0,0,0,0,
253.5,1.0682,2.6711,0,0,0,0,0,
254,1.0711,2.6723,0,0,0,0,0,
254.5,1.0745,2.673,0,0,0,0,0,
255,1.0776,2.6749,0,0,0,0,0,
255.5,1.0807,2.6754,0,0,0,0,0,
256,1.0839,2.676,0,0,0,0,0,
256.5,1.0865,2.6765,0,0,0,0,0,
257,1.0895,2.6784,0,0,0,0,0,
257.5,1.0922,2.6803,0,0,0,0,0,
258,1.0945,2.682,0,0,0,0,0,
258.5,1.0975,2.6835,0,0,0,0,0,
259,1.1003,2.6843,0,0,0,0,0,
259.5,1.1033,2.6855,0,0,0,0,0,
260,1.1067,2.6866,0,0,0,0,0,
260.5,1.1091,2.6882,0,0,0,0,0,
261,1.1128,2.6875,0,0,0,0,0,
261.5,1.1162,2.6863,0,0,0,0,0,
262,1.1193,2.6868,0,0,0,0,0,
262.5,1.1221,2.6898,0,0,0,0,0,
263,1.1249,2.6937,0,0,0,0,0,
263.5,1.1279,2.6962,0,0,0,0,0,
264,1.1306,2.6962,0,0,0,0,0,
264.5,1.1332,2.6956,0,0,0,0,0,
265,1.1364,2.6967,0,0,0,0,0,
265.5,1.1393,2.6981,0,0,0,0,0,
266,1.1423,2.6985,0,0,0,0,0,
266.5,1.1455,2.6993,0,0,0,0,0,
267,1.1491,2.7007,0,0,0,0,0,
267.5,1.152,2.7031,0,0,0,0,0,
268,1.1552,2.705,0,0,0,0,0,
268.5,1.1579,2.7063,0,0,0,0,0,
269,1.1608,2.7069,0,0,0,0,0,
269.5,1.1633,2.7083,0,0,0,0,0,
270,1.1661,2.7093,0,0,0,0,0,
270.5,1.169,2.7109,0,0,0,0,0,
271,1.1717,2.7118,0,0,0,0,0,
271.5,1.1749,2.7118,0,0,0,0,0,
272,1.1781,2.7119,0,0,0,0,0,
272.5,1.1813,2.7142,0,0,0,0,0,
273,1.1848,2.7164,0,0,0,0,0,
273.5,1.1875,2.7171,0,0,0,0,0,
274,1.1906,2.7167,0,0,0,0,0,
274.5,1.1934,2.718,0,0,0,0,0,
275,1.1965,2.7198,0,0,0,0,0,
275.5,1.199,2.7214,0,0,0,0,0,
276,1.202,2.722,0,0,0,0,0,
276.5,1.2049,2.7226,0,0,0,0,0,
277,1.2078,2.7228,0,0,0,0,0,
277.5,1.2111,2.7244,0,0,0,0,0,
278,1.2139,2.7274,0,0,0,0,0,
278.5,1.2173,2.7293,0,0,0,0,0,
279,1.2207,2.7306,0,0,0,0,0,
279.5,1.2236,2.7316,0,0,0,0,0,
280,1.2266,2.7324,0,0,0,0,0,
280.5,1.2295,2.7314,0,0,0,0,0,
281,1.2323,2.7313,0,0,0,0,0,
281.5,1.235,2.7321,0,0,0,0,0,
282,1.2378,2.7332,0,0,0,0,0,
282.5,1.2407,2.7331,0,0,0,0,0,
283,1.2439,2.7332,0,0,0,0,0,
283.5,1.2467,2.7352,0,0,0,0,0,
284,1.25,2.7373,0,0,0,0,0,
284.5,1.2532,2.7388,0,0,0,0,0,
285,1.2565,2.7392,0,0,0,0,0,
285.5,1.2593,2.741,0,0,0,0,0,
286,1.2625,2.744,0,0,0,0,0,
286.5,1.2656,2.7464,0,0,0,0,0,
287,1.2682,2.7464,0,0,0,0,0,
287.5,1.2712,2.7468,0,0,0,0,0,
288,1.2741,2.7473,0,0,0,0,0,
288.5,1.2766,2.7484,0,0,0,0,0,
289,1.2797,2.7488,0,0,0,0,0,
289.5,1.2828,2.7491,0,0,0,0,0,
290,1.2862,2.7496,0,0,0,0,0,
