Date of Test;Material;Sample Geometry;Orientation [°];Test Number;Nominal Speed [mm/min];Thickness [mm];Central Width [mm];Gauge Width / Diameter [mm];Pixel to mm ratio [mm/px];Extensometer 1-4 [mm];Extensometer 2-3 [mm];Extensometer 5-6 [mm];;;;;
51;0.0035955;-3.2242e-05;4.7642e-05;0.17822;0;0;0;0;0;0;0;0;0;0;0;0;0
51.5;0.0036672;8.8944e-05;-3.4218e-05;0.18171;0;0;0;0;0;0;0;0;0;0;0;0;0
52;0.0036912;6.9111e-05;1.8446e-05;0.18473;0;0;0;0;0;0;0;0;0;0;0;0;0
52.499;0.0037033;5.4922e-05;2.7802e-05;0.18773;0;0;0;0;0;0;0;0;0;0;0;0;0
53;0.0039085;3.2694e-05;-5.7458e-06;0.19096;0;0;0;0;0;0;0;0;0;0;0;0;0
53.5;0.0040367;-6.2155e-05;-2.2973e-05;0.1942;0;0;0;0;0;0;0;0;0;0;0;0;0
54;0.0039138;-9.0409e-05;-3.6901e-05;0.19692;0;0;0;0;0;0;0;0;0;0;0;0;0
54.5;0.0041278;1.3493e-05;-8.3882e-06;0.20014;0;0;0;0;0;0;0;0;0;0;0;0;0
55;0.0042822;-2.2059e-06;-4.6387e-05;0.20338;0;0;0;0;0;0;0;0;0;0;0;0;0
55.5;0.0042966;-3.5358e-05;2.2214e-05;0.20637;0;0;0;0;0;0;0;0;0;0;0;0;0
56.001;0.0044303;-2.2206e-05;-3.727e-05;0.20959;0;0;0;0;0;0;0;0;0;0;0;0;0
56.5;0.0045944;1.4944e-05;5.296e-05;0.21283;0;0;0;0;0;0;0;0;0;0;0;0;0
57;0.004589;-3.8842e-05;1.9753e-05;0.21583;0;0;0;0;0;0;0;0;0;0;0;0;0
57.5;0.0047458;-1.0127e-05;-1.4723e-05;0.2188;0;0;0;0;0;0;0;0;0;0;0;0;0
57.999;0.0048109;-4.1e-05;-3.4305e-05;0.22204;0;0;0;0;0;0;0;0;0;0;0;0;0
58.501;0.0049434;4.1681e-05;0.00015934;0.22498;0;0;0;0;0;0;0;0;0;0;0;0;0
59.002;0.0048909;-3.4176e-05;-1.8726e-05;0.22813;0;0;0;0;0;0;0;0;0;0;0;0;0
59.5;0.005076;-2.6634e-05;9.9715e-05;0.23129;0;0;0;0;0;0;0;0;0;0;0;0;0
59.999;0.0051289;1.3413e-06;6.967e-05;0.23392;0;0;0;0;0;0;0;0;0;0;0;0;0
60.499;0.0054102;-5.1438e-05;6.3032e-05;0.23695;0;0;0;0;0;0;0;0;0;0;0;0;0
61;0.005381;-1.2952e-05;0.00013673;0.23991;0;0;0;0;0;0;0;0;0;0;0;0;0
61.5;0.0055607;-1.3199e-05;0.00024627;0.24256;0;0;0;0;0;0;0;0;0;0;0;0;0
62;0.0055472;0.00015658;0.00025484;0.24532;0;0;0;0;0;0;0;0;0;0;0;0;0
62.5;0.005717;0.00016557;0.00043293;0.248;0;0;0;0;0;0;0;0;0;0;0;0;0
63;0.0058143;0.00012389;0.00024738;0.25016;0;0;0;0;0;0;0;0;0;0;0;0;0
63.5;0.0060397;0.00029576;0.0002373;0.25278;0;0;0;0;0;0;0;0;0;0;0;0;0
64;0.0058435;0.00020303;0.00034224;0.25495;0;0;0;0;0;0;0;0;0;0;0;0;0
64.5;0.0061228;0.00029487;0.00047344;0.25704;0;0;0;0;0;0;0;0;0;0;0;0;0
65;0.0061564;0.00024003;0.00032414;0.25925;0;0;0;0;0;0;0;0;0;0;0;0;0
65.5;0.0058856;0.00016598;0.00025796;0.26142;0;0;0;0;0;0;0;0;0;0;0;0;0
66;0.0065296;0.00035618;0.00039804;0.26339;0;0;0;0;0;0;0;0;0;0;0;0;0
66.5;0.0064611;0.0003215;0.00040262;0.26549;0;0;0;0;0;0;0;0;0;0;0;0;0
66.999;0.0065791;0.00022215;0.00045647;0.26743;0;0;0;0;0;0;0;0;0;0;0;0;0
67.5;0.0064555;0.00012751;0.00052425;0.26934;0;0;0;0;0;0;0;0;0;0;0;0;0
68;0.0067259;0.00032211;0.00040383;0.27138;0;0;0;0;0;0;0;0;0;0;0;0;0
68.5;0.0066672;0.00018233;0.00048418;0.27342;0;0;0;0;0;0;0;0;0;0;0;0;0
69;0.0067354;0.00023685;0.00054967;0.27527;0;0;0;0;0;0;0;0;0;0;0;0;0
69.5;0.0069382;0.00039351;0.00051938;0.27711;0;0;0;0;0;0;0;0;0;0;0;0;0
70;0.0072937;0.00024727;0.0004079;0.2791;0;0;0;0;0;0;0;0;0;0;0;0;0
70.499;0.0073023;0.00033366;0.00053482;0.28094;0;0;0;0;0;0;0;0;0;0;0;0;0
71;0.0073469;0.00028576;0.00053821;0.28291;0;0;0;0;0;0;0;0;0;0;0;0;0
71.5;0.0072785;0.00021273;0.0005894;0.28489;0;0;0;0;0;0;0;0;0;0;0;0;0
72.001;0.0075739;0.00029836;0.00045864;0.2867;0;0;0;0;0;0;0;0;0;0;0;0;0
72.5;0.0074924;0.00012051;0.00045576;0.28851;0;0;0;0;0;0;0;0;0;0;0;0;0
73;0.0075831;0.00046952;0.00047749;0.29061;0;0;0;0;0;0;0;0;0;0;0;0;0
73.499;0.0077501;0.00031836;0.00037606;0.29226;0;0;0;0;0;0;0;0;0;0;0;0;0
73.999;0.0079257;0.00034138;0.00049012;0.29417;0;0;0;0;0;0;0;0;0;0;0;0;0
74.5;0.0082015;0.00035901;0.00044536;0.29609;0;0;0;0;0;0;0;0;0;0;0;0;0
75;0.0082149;0.00032672;0.00055433;0.29784;0;0;0;0;0;0;0;0;0;0;0;0;0
75.5;0.0083829;0.00028091;0.00058129;0.29959;0;0;0;0;0;0;0;0;0;0;0;0;0
76;0.0085578;0.00039742;0.00049975;0.30164;0;0;0;0;0;0;0;0;0;0;0;0;0
76.5;0.008485;0.00045894;0.00055592;0.30325;0;0;0;0;0;0;0;0;0;0;0;0;0
76.999;0.0087125;0.00033013;0.00045329;0.30515;0;0;0;0;0;0;0;0;0;0;0;0;0
77.5;0.0087919;0.00037087;0.00046219;0.30708;0;0;0;0;0;0;0;0;0;0;0;0;0
78;0.0087704;0.00036357;0.00058318;0.30872;0;0;0;0;0;0;0;0;0;0;0;0;0
78.5;0.009169;0.00039262;0.0006502;0.31078;0;0;0;0;0;0;0;0;0;0;0;0;0
79;0.0093565;0.00025659;0.00057918;0.31256;0;0;0;0;0;0;0;0;0;0;0;0;0
79.499;0.0093428;0.00048293;0.00047569;0.31433;0;0;0;0;0;0;0;0;0;0;0;0;0
80;0.0096742;0.00033399;0.00058643;0.31627;0;0;0;0;0;0;0;0;0;0;0;0;0
80.5;0.0098992;0.0005191;0.00054608;0.31821;0;0;0;0;0;0;0;0;0;0;0;0;0
81;0.010011;0.0004844;0.00059289;0.31984;0;0;0;0;0;0;0;0;0;0;0;0;0
81.499;0.010003;0.0004448;0.00055615;0.32191;0;0;0;0;0;0;0;0;0;0;0;0;0
82;0.010146;0.00048368;0.00052212;0.32369;0;0;0;0;0;0;0;0;0;0;0;0;0
82.5;0.010379;0.00058488;0.00058032;0.32549;0;0;0;0;0;0;0;0;0;0;0;0;0
83;0.010609;0.00066867;0.00069154;0.32742;0;0;0;0;0;0;0;0;0;0;0;0;0
83.5;0.010842;0.00074341;0.00065614;0.32935;0;0;0;0;0;0;0;0;0;0;0;0;0
84;0.011008;0.00068849;0.0008611;0.3311;0;0;0;0;0;0;0;0;0;0;0;0;0
84.499;0.011122;0.00076264;0.00083495;0.33286;0;0;0;0;0;0;0;0;0;0;0;0;0
85;0.011406;0.00076951;0.00075247;0.33476;0;0;0;0;0;0;0;0;0;0;0;0;0
85.499;0.011715;0.00078788;0.00073088;0.33648;0;0;0;0;0;0;0;0;0;0;0;0;0
85.999;0.012001;0.00085449;0.00090551;0.33833;0;0;0;0;0;0;0;0;0;0;0;0;0
86.499;0.012522;0.00092578;0.0010367;0.34016;0;0;0;0;0;0;0;0;0;0;0;0;0
87;0.011623;0.0010399;0.00082283;0.34182;0;0;0;0;0;0;0;0;0;0;0;0;0
87.499;0.012224;0.0011317;0.00097432;0.34347;0;0;0;0;0;0;0;0;0;0;0;0;0
88;0.012554;0.0010358;0.0008682;0.34524;0;0;0;0;0;0;0;0;0;0;0;0;0
88.5;0.012775;0.001171;0.0008932;0.34686;0;0;0;0;0;0;0;0;0;0;0;0;0
88.999;0.0129;0.0011045;0.00097992;0.34859;0;0;0;0;0;0;0;0;0;0;0;0;0
89.499;0.013194;0.0011342;0.0011098;0.35017;0;0;0;0;0;0;0;0;0;0;0;0;0
90;0.013577;0.0013084;0.0010673;0.35173;0;0;0;0;0;0;0;0;0;0;0;0;0
90.5;0.013452;0.0011496;0.0011372;0.35341;0;0;0;0;0;0;0;0;0;0;0;0;0
91;0.014153;0.0011801;0.0012449;0.35507;0;0;0;0;0;0;0;0;0;0;0;0;0
91.499;0.014419;0.0012741;0.0012827;0.35671;0;0;0;0;0;0;0;0;0;0;0;0;0
92;0.014565;0.0014283;0.0013114;0.35807;0;0;0;0;0;0;0;0;0;0;0;0;0
92.5;0.015078;0.0011111;0.0013037;0.35965;0;0;0;0;0;0;0;0;0;0;0;0;0
93;0.014224;0.0012947;0.0013033;0.36121;0;0;0;0;0;0;0;0;0;0;0;0;0
93.501;0.015687;0.0012611;0.0015314;0.36264;0;0;0;0;0;0;0;0;0;0;0;0;0
93.999;0.015314;0.0013394;0.0014467;0.36418;0;0;0;0;0;0;0;0;0;0;0;0;0
94.501;0.015855;0.0013631;0.0015524;0.36558;0;0;0;0;0;0;0;0;0;0;0;0;0
95.001;0.016175;0.0014413;0.0016801;0.36707;0;0;0;0;0;0;0;0;0;0;0;0;0
95.502;0.016484;0.001556;0.0016137;0.36843;0;0;0;0;0;0;0;0;0;0;0;0;0
96.001;0.016779;0.0016271;0.0016818;0.36989;0;0;0;0;0;0;0;0;0;0;0;0;0
96.5;0.017075;0.0016598;0.0017116;0.37122;0;0;0;0;0;0;0;0;0;0;0;0;0
97;0.017388;0.0016932;0.0018431;0.37264;0;0;0;0;0;0;0;0;0;0;0;0;0
97.5;0.017615;0.0017599;0.0018334;0.37406;0;0;0;0;0;0;0;0;0;0;0;0;0
98;0.01788;0.0017134;0.0017767;0.37521;0;0;0;0;0;0;0;0;0;0;0;0;0
98.499;0.018272;0.0019378;0.0018775;0.37658;0;0;0;0;0;0;0;0;0;0;0;0;0
98.999;0.018712;0.0020594;0.0018542;0.37793;0;0;0;0;0;0;0;0;0;0;0;0;0
99.5;0.018929;0.0019199;0.0020076;0.37926;0;0;0;0;0;0;0;0;0;0;0;0;0
100;0.019229;0.0022114;0.0019826;0.38048;0;0;0;0;0;0;0;0;0;0;0;0;0
100.5;0.019593;0.0021881;0.0020409;0.38178;0;0;0;0;0;0;0;0;0;0;0;0;0
101;0.019858;0.0022084;0.0021638;0.38296;0;0;0;0;0;0;0;0;0;0;0;0;0
101.5;0.020193;0.0021643;0.0022846;0.38414;0;0;0;0;0;0;0;0;0;0;0;0;0
102;0.020469;0.0021653;0.0020965;0.3854;0;0;0;0;0;0;0;0;0;0;0;0;0
102.5;0.020863;0.0023553;0.0022379;0.38655;0;0;0;0;0;0;0;0;0;0;0;0;0
103;0.021137;0.0023653;0.0023875;0.38769;0;0;0;0;0;0;0;0;0;0;0;0;0
103.5;0.021405;0.0024985;0.0022795;0.38891;0;0;0;0;0;0;0;0;0;0;0;0;0
104;0.021819;0.002473;0.0024082;0.39021;0;0;0;0;0;0;0;0;0;0;0;0;0
104.5;0.022117;0.0024545;0.0024076;0.39123;0;0;0;0;0;0;0;0;0;0;0;0;0
105;0.022543;0.0025015;0.0024671;0.39241;0;0;0;0;0;0;0;0;0;0;0;0;0
105.5;0.022646;0.0026259;0.0024016;0.39358;0;0;0;0;0;0;0;0;0;0;0;0;0
106;0.023183;0.0026978;0.0024335;0.39464;0;0;0;0;0;0;0;0;0;0;0;0;0
106.5;0.023268;0.0029325;0.0025444;0.39567;0;0;0;0;0;0;0;0;0;0;0;0;0
107;0.023796;0.0028621;0.002563;0.39677;0;0;0;0;0;0;0;0;0;0;0;0;0
107.5;0.024007;0.0030419;0.0025329;0.39778;0;0;0;0;0;0;0;0;0;0;0;0;0
108;0.024369;0.0030001;0.0026452;0.39886;0;0;0;0;0;0;0;0;0;0;0;0;0
108.5;0.024675;0.003136;0.0027012;0.39992;0;0;0;0;0;0;0;0;0;0;0;0;0
109;0.025091;0.0032371;0.0028344;0.4009;0;0;0;0;0;0;0;0;0;0;0;0;0
109.5;0.02543;0.0033386;0.0027835;0.40194;0;0;0;0;0;0;0;0;0;0;0;0;0
110;0.025614;0.0033689;0.0029321;0.40289;0;0;0;0;0;0;0;0;0;0;0;0;0
110.5;0.026072;0.0034347;0.0029779;0.40386;0;0;0;0;0;0;0;0;0;0;0;0;0
111;0.026402;0.0035136;0.0030455;0.4049;0;0;0;0;0;0;0;0;0;0;0;0;0
111.5;0.026793;0.0036226;0.0032056;0.40583;0;0;0;0;0;0;0;0;0;0;0;0;0
112;0.027096;0.0036746;0.0031543;0.40686;0;0;0;0;0;0;0;0;0;0;0;0;0
112.5;0.028198;0.0037413;0.0032353;0.40786;0;0;0;0;0;0;0;0;0;0;0;0;0
113;0.028052;0.0038058;0.0033366;0.40878;0;0;0;0;0;0;0;0;0;0;0;0;0
113.5;0.028403;0.0039934;0.0032274;0.40977;0;0;0;0;0;0;0;0;0;0;0;0;0
114;0.028766;0.0040326;0.0033876;0.41074;0;0;0;0;0;0;0;0;0;0;0;0;0
114.5;0.029046;0.0040182;0.0034734;0.41153;0;0;0;0;0;0;0;0;0;0;0;0;0
115;0.029564;0.0040686;0.0034222;0.41247;0;0;0;0;0;0;0;0;0;0;0;0;0
115.5;0.029685;0.0041481;0.0035078;0.4134;0;0;0;0;0;0;0;0;0;0;0;0;0
116;0.030177;0.0042248;0.0034767;0.41417;0;0;0;0;0;0;0;0;0;0;0;0;0
116.5;0.03034;0.0042062;0.0035711;0.41514;0;0;0;0;0;0;0;0;0;0;0;0;0
117;0.031414;0.0042908;0.0036201;0.41603;0;0;0;0;0;0;0;0;0;0;0;0;0
117.5;0.031389;0.0045114;0.0036644;0.41676;0;0;0;0;0;0;0;0;0;0;0;0;0
118;0.031655;0.0045274;0.0037188;0.41764;0;0;0;0;0;0;0;0;0;0;0;0;0
118.5;0.032333;0.0044879;0.0037779;0.41851;0;0;0;0;0;0;0;0;0;0;0;0;0
119;0.032369;0.0045668;0.0037713;0.4193;0;0;0;0;0;0;0;0;0;0;0;0;0
119.5;0.033022;0.0048502;0.0039072;0.42011;0;0;0;0;0;0;0;0;0;0;0;0;0
120;0.033275;0.004797;0.0041251;0.42096;0;0;0;0;0;0;0;0;0;0;0;0;0
120.5;0.033459;0.0049976;0.0039654;0.42173;0;0;0;0;0;0;0;0;0;0;0;0;0
121;0.03416;0.0049399;0.0041584;0.42257;0;0;0;0;0;0;0;0;0;0;0;0;0
121.5;0.033751;0.0049756;0.0042884;0.42332;0;0;0;0;0;0;0;0;0;0;0;0;0
122;0.034771;0.0051082;0.0042227;0.42412;0;0;0;0;0;0;0;0;0;0;0;0;0
122.5;0.034995;0.0052797;0.0043164;0.42488;0;0;0;0;0;0;0;0;0;0;0;0;0
123;0.035396;0.0053098;0.0042817;0.42568;0;0;0;0;0;0;0;0;0;0;0;0;0
123.5;0.035804;0.0054587;0.0044525;0.42647;0;0;0;0;0;0;0;0;0;0;0;0;0
124;0.036168;0.0055734;0.0044501;0.4272;0;0;0;0;0;0;0;0;0;0;0;0;0
124.5;0.036673;0.005637;0.004581;0.42793;0;0;0;0;0;0;0;0;0;0;0;0;0
