Date of Test;Material;Sample Geometry;Orientation [°];Test Number;Nominal Speed [mm/min];Thickness [mm];Central Width [mm];Gauge Width / Diameter [mm];Pixel to mm ratio [mm/px];Extensometer 1-4 [mm];Extensometer 2-3 [mm];Extensometer 5-6 [mm];;;;;
09/07/21;DP600Large;UT;00;2;0.48;0.2885;2;0;0;6;1.8;1.8;;;;;
;;;;;;;;;;;;;;;;;
Time [s];U1 [mm];U2 [mm];U3 [mm];Force [kN];Ambient Temperature [°C];DIC Zone X 1 [px];DIC Zone Y 1 [px];DIC Zone X 2 [px];DIC Zone Y 2 [px];DIC Zone X 3 [px];DIC Zone Y 3 [px];DIC Zone X 4 [px];DIC Zone Y 4 [px];DIC Zone X 5 [px];DIC Zone Y 5 [px];DIC Zone X 6 [px];DIC Zone Y 6 [px];exx;exy;eyy;e1;e2
45.5;0.16467;0.050998;-0.020183;0.31097;0;0;0;0;0;0;0;0;0;0;0;0;0;0.027059;-0.011366;1.8363e-05;0.027097;-0.011404
46;0.16709;0.051719;-0.02048;0.31191;0;0;0;0;0;0;0;0;0;0;0;0;0;0.027462;-0.011547;2.4539e-05;0.027501;-0.011585
46.501;0.16965;0.05251;-0.020745;0.31278;0;0;0;0;0;0;0;0;0;0;0;0;0;0.02788;-0.011688;1.8421e-05;0.027918;-0.011726
47;0.17214;0.053285;-0.021072;0.31371;0;0;0;0;0;0;0;0;0;0;0;0;0;0.028283;-0.011857;2.8415e-05;0.028323;-0.011896
47.501;0.17453;0.054063;-0.02139;0.31462;0;0;0;0;0;0;0;0;0;0;0;0;0;0.028676;-0.012022;2.351e-05;0.028715;-0.012061
48.001;0.17731;0.054972;-0.021749;0.31553;0;0;0;0;0;0;0;0;0;0;0;0;0;0.029111;-0.012209;1.6602e-05;0.029151;-0.01225
48.5;0.17984;0.055712;-0.022025;0.31629;0;0;0;0;0;0;0;0;0;0;0;0;0;0.029512;-0.012362;2.4613e-05;0.029552;-0.012402
49;0.18242;0.056506;-0.022361;0.31716;0;0;0;0;0;0;0;0;0;0;0;0;0;0.029929;-0.012539;2.4116e-05;0.02997;-0.01258
49.5;0.18498;0.057344;-0.022635;0.31802;0;0;0;0;0;0;0;0;0;0;0;0;0;0.03034;-0.012729;2.7346e-05;0.030381;-0.012769
50.001;0.18754;0.058126;-0.022961;0.31875;0;0;0;0;0;0;0;0;0;0;0;0;0;0.030755;-0.012894;3.0466e-05;0.030796;-0.012935
50.501;0.19001;0.058929;-0.02326;0.31965;0;0;0;0;0;0;0;0;0;0;0;0;0;0.031166;-0.013067;3.4811e-05;0.031208;-0.013109
51;0.19265;0.059733;-0.023644;0.3204;0;0;0;0;0;0;0;0;0;0;0;0;0;0.031583;-0.013251;3.7085e-05;0.031625;-0.013293
51.501;0.19514;0.060628;-0.024041;0.32109;0;0;0;0;0;0;0;0;0;0;0;0;0;0.032005;-0.013418;4.0821e-05;0.032047;-0.013459
52;0.19774;0.061462;-0.024331;0.32195;0;0;0;0;0;0;0;0;0;0;0;0;0;0.032412;-0.013569;4.0165e-05;0.032455;-0.013612
52.5;0.20035;0.0623;-0.024696;0.32268;0;0;0;0;0;0;0;0;0;0;0;0;0;0.032837;-0.013761;2.9966e-05;0.03288;-0.013803
53;0.20279;0.063103;-0.024979;0.32347;0;0;0;0;0;0;0;0;0;0;0;0;0;0.033227;-0.013931;2.7341e-05;0.03327;-0.013975
53.5;0.20518;0.063762;-0.025268;0.32418;0;0;0;0;0;0;0;0;0;0;0;0;0;0.03361;-0.01408;6.4019e-05;0.033654;-0.014123
54;0.20795;0.064611;-0.025621;0.32494;0;0;0;0;0;0;0;0;0;0;0;0;0;0.034038;-0.014282;5.0339e-05;0.034082;-0.014326
54.5;0.21058;0.065501;-0.025925;0.32568;0;0;0;0;0;0;0;0;0;0;0;0;0;0.034468;-0.014434;4.6762e-05;0.034512;-0.014478
55.001;0.21303;0.06622;-0.026149;0.32636;0;0;0;0;0;0;0;0;0;0;0;0;0;0.034855;-0.014616;5.8775e-05;0.034899;-0.01466
55.5;0.21574;0.067172;-0.026447;0.32704;0;0;0;0;0;0;0;0;0;0;0;0;0;0.035281;-0.014783;4.6459e-05;0.035326;-0.014827
56;0.2184;0.06798;-0.026865;0.32774;0;0;0;0;0;0;0;0;0;0;0;0;0;0.035736;-0.014954;6.0699e-05;0.035781;-0.014999
56.5;0.22093;0.06879;-0.027277;0.32845;0;0;0;0;0;0;0;0;0;0;0;0;0;0.036121;-0.015147;6.0068e-05;0.036166;-0.015192
57;0.22355;0.069624;-0.027555;0.32904;0;0;0;0;0;0;0;0;0;0;0;0;0;0.036543;-0.015306;5.3993e-05;0.036588;-0.015352
57.5;0.22624;0.070335;-0.027902;0.32978;0;0;0;0;0;0;0;0;0;0;0;0;0;0.036963;-0.015476;5.7567e-05;0.037009;-0.015522
58;0.22863;0.071235;-0.028056;0.3304;0;0;0;0;0;0;0;0;0;0;0;0;0;0.03736;-0.015638;7.5372e-05;0.037406;-0.015684
58.5;0.23138;0.071995;-0.028353;0.331;0;0;0;0;0;0;0;0;0;0;0;0;0;0.037789;-0.015801;6.3341e-05;0.037835;-0.015847
59;0.23395;0.072817;-0.028784;0.33162;0;0;0;0;0;0;0;0;0;0;0;0;0;0.038186;-0.016055;6.8892e-05;0.038232;-0.016101
59.5;0.23665;0.073731;-0.028927;0.33232;0;0;0;0;0;0;0;0;0;0;0;0;0;0.038613;-0.016151;6.9069e-05;0.038659;-0.016197
60;0.23915;0.074475;-0.029345;0.33292;0;0;0;0;0;0;0;0;0;0;0;0;0;0.039017;-0.016341;7.6833e-05;0.039064;-0.016388
60.5;0.24174;0.075291;-0.029618;0.33349;0;0;0;0;0;0;0;0;0;0;0;0;0;0.039435;-0.016494;7.8566e-05;0.039482;-0.016541
61;0.24456;0.076176;-0.029946;0.33411;0;0;0;0;0;0;0;0;0;0;0;0;0;0.039856;-0.016666;8.3382e-05;0.039904;-0.016714
61.501;0.24713;0.076939;-0.030281;0.33469;0;0;0;0;0;0;0;0;0;0;0;0;0;0.040275;-0.016839;9.5598e-05;0.040323;-0.016887
62;0.24957;0.077675;-0.030551;0.33531;0;0;0;0;0;0;0;0;0;0;0;0;0;0.040683;-0.016989;9.4962e-05;0.040732;-0.017037
62.5;0.25214;0.078491;-0.030964;0.33588;0;0;0;0;0;0;0;0;0;0;0;0;0;0.041087;-0.017198;8.8593e-05;0.041136;-0.017246
63;0.25469;0.079333;-0.031305;0.33646;0;0;0;0;0;0;0;0;0;0;0;0;0;0.041501;-0.017374;9.4579e-05;0.04155;-0.017424
63.5;0.25738;0.080192;-0.031669;0.337;0;0;0;0;0;0;0;0;0;0;0;0;0;0.041932;-0.017549;9.4211e-05;0.041981;-0.017598
64.001;0.25988;0.081058;-0.032013;0.33758;0;0;0;0;0;0;0;0;0;0;0;0;0;0.042341;-0.017725;9.9302e-05;0.04239;-0.017774
64.5;0.26248;0.081954;-0.032302;0.33815;0;0;0;0;0;0;0;0;0;0;0;0;0;0.042757;-0.017901;9.8347e-05;0.042806;-0.017951
65;0.26516;0.082797;-0.032645;0.33871;0;0;0;0;0;0;0;0;0;0;0;0;0;0.043171;-0.018079;9.7392e-05;0.043221;-0.018128
65.5;0.26774;0.083634;-0.033075;0.33918;0;0;0;0;0;0;0;0;0;0;0;0;0;0.043596;-0.018228;0.00010423;0.043646;-0.018278
66;0.27036;0.084418;-0.033454;0.33974;0;0;0;0;0;0;0;0;0;0;0;0;0;0.044014;-0.018423;0.00011282;0.044064;-0.018473
66.5;0.27294;0.085239;-0.033824;0.34029;0;0;0;0;0;0;0;0;0;0;0;0;0;0.044433;-0.018594;0.00011563;0.044484;-0.018645
67;0.27568;0.086054;-0.034186;0.34074;0;0;0;0;0;0;0;0;0;0;0;0;0;0.044851;-0.018784;0.00012098;0.044901;-0.018834
67.5;0.27819;0.086861;-0.034546;0.34128;0;0;0;0;0;0;0;0;0;0;0;0;0;0.045261;-0.018929;0.0001135;0.045312;-0.01898
68;0.28089;0.087746;-0.034903;0.34179;0;0;0;0;0;0;0;0;0;0;0;0;0;0.045698;-0.019116;0.00012522;0.045748;-0.019167
68.5;0.28355;0.088624;-0.035308;0.34228;0;0;0;0;0;0;0;0;0;0;0;0;0;0.046122;-0.019291;0.00012195;0.046174;-0.019343
68.999;0.28604;0.089452;-0.035559;0.3428;0;0;0;0;0;0;0;0;0;0;0;0;0;0.046527;-0.01947;0.00013353;0.04658;-0.019522
69.5;0.28883;0.090343;-0.035886;0.34328;0;0;0;0;0;0;0;0;0;0;0;0;0;0.046965;-0.019623;0.00013605;0.047017;-0.019675
70;0.29138;0.091182;-0.036195;0.34382;0;0;0;0;0;0;0;0;0;0;0;0;0;0.047377;-0.019823;0.00014339;0.047429;-0.019876
70.501;0.29411;0.09207;-0.036575;0.34424;0;0;0;0;0;0;0;0;0;0;0;0;0;0.047794;-0.019989;0.00014019;0.047848;-0.020043
71.001;0.29683;0.092924;-0.036831;0.34473;0;0;0;0;0;0;0;0;0;0;0;0;0;0.048231;-0.020167;0.00014698;0.048284;-0.020221
71.5;0.29972;0.093788;-0.037145;0.34521;0;0;0;0;0;0;0;0;0;0;0;0;0;0.048679;-0.020332;0.00015906;0.048732;-0.020386
72.001;0.30192;0.094585;-0.037462;0.34562;0;0;0;0;0;0;0;0;0;0;0;0;0;0.049062;-0.020512;0.00013356;0.049116;-0.020566
72.5;0.3047;0.095399;-0.037769;0.34609;0;0;0;0;0;0;0;0;0;0;0;0;0;0.049499;-0.020678;0.00015237;0.049554;-0.020733
73;0.30716;0.096224;-0.038157;0.34655;0;0;0;0;0;0;0;0;0;0;0;0;0;0.049874;-0.02088;0.00014325;0.049928;-0.020935
73.5;0.30997;0.097055;-0.038412;0.34696;0;0;0;0;0;0;0;0;0;0;0;0;0;0.050328;-0.021026;0.00015976;0.050382;-0.02108
74;0.31255;0.097916;-0.038703;0.34737;0;0;0;0;0;0;0;0;0;0;0;0;0;0.050735;-0.021237;0.00016585;0.05079;-0.021292
74.5;0.31522;0.098723;-0.038978;0.34785;0;0;0;0;0;0;0;0;0;0;0;0;0;0.051164;-0.021396;0.00016772;0.051219;-0.021451
75;0.31798;0.099615;-0.03929;0.34826;0;0;0;0;0;0;0;0;0;0;0;0;0;0.051602;-0.021571;0.00017754;0.051658;-0.021627
75.5;0.32058;0.10045;-0.039562;0.34866;0;0;0;0;0;0;0;0;0;0;0;0;0;0.052001;-0.021747;0.00016521;0.052057;-0.021803
76;0.32344;0.1013;-0.039995;0.34911;0;0;0;0;0;0;0;0;0;0;0;0;0;0.052464;-0.021912;0.00018129;0.05252;-0.021968
76.5;0.32587;0.10215;-0.04024;0.34955;0;0;0;0;0;0;0;0;0;0;0;0;0;0.052862;-0.022091;0.00017535;0.052918;-0.022148
77;0.3288;0.10307;-0.040595;0.3499;0;0;0;0;0;0;0;0;0;0;0;0;0;0.053313;-0.022271;0.00018683;0.05337;-0.022327
77.5;0.33122;0.10383;-0.040958;0.35032;0;0;0;0;0;0;0;0;0;0;0;0;0;0.053702;-0.022427;0.00018832;0.053759;-0.022484
78;0.33387;0.10462;-0.041287;0.35075;0;0;0;0;0;0;0;0;0;0;0;0;0;0.054122;-0.022588;0.00018022;0.054179;-0.022645
78.5;0.33656;0.10548;-0.041696;0.35118;0;0;0;0;0;0;0;0;0;0;0;0;0;0.054558;-0.022799;0.00019081;0.054615;-0.022856
