Date of Test;Material;Sample Geometry;Orientation [°];Test Number;Nominal Speed [mm/min];Thickness [mm];Central Width [mm];Gauge Width / Diameter [mm];Pixel to mm ratio [mm/px];Extensometer 1-4 [mm];Extensometer 2-3 [mm];Extensometer 5-6 [mm];;;;;
07/27/21;DP600Large;UT;00;1;0.24;0.29122;2;0;0;6;1.8;1.8;;;;;
;;;;;;;;;;;;;;;;;
Time [s];U1 [mm];Uarfdgasdfg2 [mm];U3 [mm];Force [kN];Ambient Temperature [°C];DIC Zone X 1 [px];DIC Zone Y 1 [px];DIC Zone X 2 [px];DIC Zone Y 2 [px];DIC Zone X 3 [px];DIC Zone Y 3 [px];DIC Zone X 4 [px];DIC Zone Y 4 [px];DIC Zone X 5 [px];DIC Zone Y 5 [px];DIC Zone X 6 [px];DIC Zone Y 6 [px];exx;exy;eyy;e1;e2
393.5;1.029;0.30029;-0.12;0.3729;0;0;0;0;0;0;0;0;0;0;0;0;0;0.15621;-0.069679;0.0019269;0.15649;-0.069961
394;1.0306;0.30064;-0.12012;0.37292;0;0;0;0;0;0;0;0;0;0;0;0;0;0.15643;-0.069766;0.001931;0.15671;-0.070048
394.5;1.0323;0.30119;-0.12029;0.37293;0;0;0;0;0;0;0;0;0;0;0;0;0;0.15667;-0.069866;0.0019306;0.15695;-0.070148
395;1.0338;0.30151;-0.12047;0.37294;0;0;0;0;0;0;0;0;0;0;0;0;0;0.15689;-0.069974;0.0019293;0.15717;-0.070256
395.5;1.0355;0.302;-0.12059;0.37295;0;0;0;0;0;0;0;0;0;0;0;0;0;0.15712;-0.070056;0.0019284;0.1574;-0.070339
396;1.0371;0.30248;-0.12077;0.37297;0;0;0;0;0;0;0;0;0;0;0;0;0;0.15734;-0.070161;0.0019378;0.15762;-0.070443
396.5;1.0387;0.30291;-0.12092;0.37298;0;0;0;0;0;0;0;0;0;0;0;0;0;0.15756;-0.070252;0.0019388;0.15784;-0.070535
397;1.0404;0.30335;-0.12109;0.37299;0;0;0;0;0;0;0;0;0;0;0;0;0;0.15778;-0.070355;0.0019454;0.15807;-0.070639
397.5;1.0419;0.30384;-0.12123;0.373;0;0;0;0;0;0;0;0;0;0;0;0;0;0.15801;-0.07045;0.0019453;0.1583;-0.070733
398;1.0436;0.3043;-0.12136;0.373;0;0;0;0;0;0;0;0;0;0;0;0;0;0.15824;-0.070552;0.0019494;0.15852;-0.070835
398.5;1.0452;0.30473;-0.12156;0.373;0;0;0;0;0;0;0;0;0;0;0;0;0;0.15846;-0.070651;0.0019534;0.15875;-0.070935
399;1.0467;0.30522;-0.12174;0.37301;0;0;0;0;0;0;0;0;0;0;0;0;0;0.15868;-0.070757;0.0019482;0.15896;-0.071042
399.5;1.0484;0.30564;-0.12189;0.37302;0;0;0;0;0;0;0;0;0;0;0;0;0;0.15891;-0.070848;0.001953;0.15919;-0.071133
400;1.05;0.30609;-0.12199;0.37302;0;0;0;0;0;0;0;0;0;0;0;0;0;0.15914;-0.070943;0.0019566;0.15943;-0.071228
400.5;1.0516;0.30657;-0.12222;0.37302;0;0;0;0;0;0;0;0;0;0;0;0;0;0.15937;-0.071047;0.0019602;0.15965;-0.071332
401;1.0534;0.30708;-0.12231;0.37302;0;0;0;0;0;0;0;0;0;0;0;0;0;0.15959;-0.071137;0.0019697;0.15988;-0.071423
401.5;1.0549;0.30753;-0.12248;0.37302;0;0;0;0;0;0;0;0;0;0;0;0;0;0.15981;-0.071239;0.0019633;0.1601;-0.071525
402;1.0565;0.30791;-0.12262;0.37303;0;0;0;0;0;0;0;0;0;0;0;0;0;0.16004;-0.071342;0.0019713;0.16032;-0.071628
402.5;1.0581;0.30843;-0.12276;0.37303;0;0;0;0;0;0;0;0;0;0;0;0;0;0.16027;-0.071438;0.0019733;0.16055;-0.071724
403;1.0598;0.30892;-0.12297;0.37303;0;0;0;0;0;0;0;0;0;0;0;0;0;0.16049;-0.07154;0.0019769;0.16077;-0.071826
403.5;1.0615;0.30924;-0.12308;0.37303;0;0;0;0;0;0;0;0;0;0;0;0;0;0.16071;-0.071635;0.0019801;0.161;-0.071922
404;1.063;0.30965;-0.12328;0.37303;0;0;0;0;0;0;0;0;0;0;0;0;0;0.16093;-0.071748;0.0019905;0.16122;-0.072036
404.5;1.0647;0.31021;-0.12341;0.37304;0;0;0;0;0;0;0;0;0;0;0;0;0;0.16116;-0.071833;0.0019851;0.16145;-0.072121
405;1.0662;0.31061;-0.12355;0.37304;0;0;0;0;0;0;0;0;0;0;0;0;0;0.16139;-0.071935;0.0019935;0.16167;-0.072224
405.5;1.0678;0.31107;-0.12378;0.37304;0;0;0;0;0;0;0;0;0;0;0;0;0;0.16161;-0.072031;0.0019905;0.1619;-0.07232
406;1.0695;0.31147;-0.12389;0.37304;0;0;0;0;0;0;0;0;0;0;0;0;0;0.16184;-0.072134;0.0019881;0.16212;-0.072423
406.5;1.071;0.31198;-0.12405;0.37305;0;0;0;0;0;0;0;0;0;0;0;0;0;0.16206;-0.072223;0.0019965;0.16234;-0.072512
407;1.0728;0.31246;-0.12429;0.37306;0;0;0;0;0;0;0;0;0;0;0;0;0;0.16228;-0.072329;0.0020031;0.16257;-0.072618
407.5;1.0743;0.31281;-0.12444;0.37306;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1625;-0.072429;0.0020014;0.16279;-0.072719
408;1.0761;0.31335;-0.12446;0.37306;0;0;0;0;0;0;0;0;0;0;0;0;0;0.16275;-0.072514;0.0020164;0.16304;-0.072804
408.5;1.0778;0.31378;-0.1247;0.37306;0;0;0;0;0;0;0;0;0;0;0;0;0;0.16298;-0.072626;0.0020191;0.16327;-0.072916
409;1.0792;0.31418;-0.12489;0.37307;0;0;0;0;0;0;0;0;0;0;0;0;0;0.16318;-0.072728;0.0020048;0.16347;-0.073018
409.5;1.0808;0.31463;-0.12502;0.37307;0;0;0;0;0;0;0;0;0;0;0;0;0;0.16341;-0.072811;0.0020128;0.1637;-0.073102
410;1.0825;0.31509;-0.12517;0.37307;0;0;0;0;0;0;0;0;0;0;0;0;0;0.16364;-0.072915;0.002017;0.16393;-0.073206
410.5;1.0841;0.31546;-0.12525;0.37308;0;0;0;0;0;0;0;0;0;0;0;0;0;0.16387;-0.07302;0.0020196;0.16416;-0.073311
411;1.0859;0.31595;-0.12545;0.37307;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1641;-0.073113;0.0020232;0.16439;-0.073405
411.5;1.0875;0.31629;-0.12559;0.37306;0;0;0;0;0;0;0;0;0;0;0;0;0;0.16432;-0.073215;0.002025;0.16461;-0.073507
412;1.089;0.31685;-0.12578;0.37307;0;0;0;0;0;0;0;0;0;0;0;0;0;0.16455;-0.073317;0.0020288;0.16484;-0.073609
412.5;1.0908;0.31737;-0.12594;0.37307;0;0;0;0;0;0;0;0;0;0;0;0;0;0.16478;-0.07342;0.002038;0.16507;-0.073712
413;1.0923;0.31765;-0.12605;0.37307;0;0;0;0;0;0;0;0;0;0;0;0;0;0.16499;-0.073512;0.0020391;0.16529;-0.073804
413.5;1.0942;0.31818;-0.12625;0.37307;0;0;0;0;0;0;0;0;0;0;0;0;0;0.16526;-0.073605;0.0020307;0.16555;-0.073898
414;1.0956;0.3187;-0.1264;0.37308;0;0;0;0;0;0;0;0;0;0;0;0;0;0.16546;-0.073712;0.0020378;0.16575;-0.074005
414.5;1.0973;0.31903;-0.12653;0.37308;0;0;0;0;0;0;0;0;0;0;0;0;0;0.16568;-0.073808;0.002044;0.16598;-0.074102
415;1.099;0.31963;-0.12668;0.37309;0;0;0;0;0;0;0;0;0;0;0;0;0;0.16593;-0.073908;0.002051;0.16622;-0.074201
415.5;1.1006;0.32005;-0.12677;0.37309;0;0;0;0;0;0;0;0;0;0;0;0;0;0.16614;-0.074008;0.0020527;0.16644;-0.074302
416;1.1022;0.32049;-0.127;0.37309;0;0;0;0;0;0;0;0;0;0;0;0;0;0.16636;-0.074124;0.0020571;0.16665;-0.074419
416.5;1.1038;0.32082;-0.12714;0.37308;0;0;0;0;0;0;0;0;0;0;0;0;0;0.16659;-0.074217;0.0020529;0.16688;-0.074512
417;1.1056;0.32128;-0.12734;0.37308;0;0;0;0;0;0;0;0;0;0;0;0;0;0.16682;-0.074311;0.0020558;0.16711;-0.074606
417.5;1.1072;0.32184;-0.12746;0.37308;0;0;0;0;0;0;0;0;0;0;0;0;0;0.16704;-0.074419;0.0020635;0.16734;-0.074714
418;1.1089;0.32228;-0.12764;0.37308;0;0;0;0;0;0;0;0;0;0;0;0;0;0.16728;-0.074519;0.0020647;0.16758;-0.074815
418.5;1.1105;0.32281;-0.12774;0.37308;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1675;-0.074612;0.0020662;0.1678;-0.074908
419;1.1122;0.32328;-0.12794;0.37309;0;0;0;0;0;0;0;0;0;0;0;0;0;0.16774;-0.074707;0.0020663;0.16803;-0.075003
419.5;1.1139;0.32371;-0.12811;0.37309;0;0;0;0;0;0;0;0;0;0;0;0;0;0.16797;-0.074817;0.0020719;0.16826;-0.075114
420;1.1155;0.32406;-0.12825;0.3731;0;0;0;0;0;0;0;0;0;0;0;0;0;0.16819;-0.074914;0.0020722;0.16849;-0.075211
420.5;1.1172;0.32457;-0.12832;0.3731;0;0;0;0;0;0;0;0;0;0;0;0;0;0.16842;-0.075011;0.0020773;0.16871;-0.075308
421;1.1189;0.32508;-0.12852;0.3731;0;0;0;0;0;0;0;0;0;0;0;0;0;0.16865;-0.075115;0.0020754;0.16894;-0.075412
421.5;1.1206;0.32548;-0.12869;0.3731;0;0;0;0;0;0;0;0;0;0;0;0;0;0.16888;-0.075214;0.0020822;0.16918;-0.075511
422;1.1221;0.32594;-0.12884;0.3731;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1691;-0.075321;0.0020798;0.1694;-0.075618
422.5;1.1237;0.3264;-0.12903;0.37309;0;0;0;0;0;0;0;0;0;0;0;0;0;0.16933;-0.075415;0.002086;0.16962;-0.075713
423;1.1254;0.32685;-0.12913;0.37308;0;0;0;0;0;0;0;0;0;0;0;0;0;0.16955;-0.075514;0.0020901;0.16984;-0.075813
423.5;1.1271;0.32732;-0.12929;0.37307;0;0;0;0;0;0;0;0;0;0;0;0;0;0.16979;-0.075634;0.0020903;0.17009;-0.075932
424;1.1288;0.32792;-0.12945;0.37306;0;0;0;0;0;0;0;0;0;0;0;0;0;0.17002;-0.07571;0.002096;0.17032;-0.076009
424.5;1.1305;0.32831;-0.12959;0.37305;0;0;0;0;0;0;0;0;0;0;0;0;0;0.17025;-0.075816;0.0020959;0.17055;-0.076115
425;1.1321;0.32878;-0.12974;0.37304;0;0;0;0;0;0;0;0;0;0;0;0;0;0.17048;-0.075909;0.0021013;0.17078;-0.076208
425.5;1.1337;0.32923;-0.12992;0.37304;0;0;0;0;0;0;0;0;0;0;0;0;0;0.17069;-0.076012;0.0021028;0.17099;-0.076312
426;1.1354;0.3297;-0.13005;0.37304;0;0;0;0;0;0;0;0;0;0;0;0;0;0.17092;-0.076104;0.0021056;0.17122;-0.076403
426.5;1.1372;0.33014;-0.13031;0.37304;0;0;0;0;0;0;0;0;0;0;0;0;0;0.17116;-0.076221;0.0021122;0.17145;-0.076522
427;1.1388;0.33062;-0.13035;0.37304;0;0;0;0;0;0;0;0;0;0;0;0;0;0.17138;-0.076317;0.0021163;0.17168;-0.076617
427.5;1.1404;0.33107;-0.13056;0.37304;0;0;0;0;0;0;0;0;0;0;0;0;0;0.17161;-0.076411;0.0021171;0.17191;-0.076711
428;1.142;0.33155;-0.13069;0.37304;0;0;0;0;0;0;0;0;0;0;0;0;0;0.17184;-0.076528;0.00211;0.17214;-0.076828
428.5;1.1438;0.33203;-0.1308;0.37305;0;0;0;0;0;0;0;0;0;0;0;0;0;0.17207;-0.076626;0.0021222;0.17237;-0.076927
429;1.1456;0.33253;-0.13093;0.37305;0;0;0;0;0;0;0;0;0;0;0;0;0;0.17231;-0.076698;0.0021261;0.17261;-0.077
429.5;1.1472;0.33296;-0.13111;0.37304;0;0;0;0;0;0;0;0;0;0;0;0;0;0.17253;-0.076807;0.0021287;0.17283;-0.077108
430;1.1489;0.33344;-0.13126;0.37304;0;0;0;0;0;0;0;0;0;0;0;0;0;0.17277;-0.076914;0.0021303;0.17307;-0.077215
430.5;1.1505;0.3338;-0.1314;0.37304;0;0;0;0;0;0;0;0;0;0;0;0;0;0.173;-0.077012;0.002132;0.1733;-0.077314
431;1.1521;0.33436;-0.13158;0.37304;0;0;0;0;0;0;0;0;0;0;0;0;0;0.17321;-0.077108;0.0021364;0.17352;-0.07741
431.5;1.1539;0.33472;-0.13172;0.37305;0;0;0;0;0;0;0;0;0;0;0;0;0;0.17345;-0.077204;0.0021384;0.17375;-0.077506
432;1.1555;0.33528;-0.13193;0.37304;0;0;0;0;0;0;0;0;0;0;0;0;0;0.17368;-0.077316;0.0021381;0.17398;-0.077619
432.5;1.1573;0.33573;-0.13206;0.37304;0;0;0;0;0;0;0;0;0;0;0;0;0;0.17391;-0.07741;0.0021463;0.17422;-0.077713
433;1.1589;0.33612;-0.13228;0.37304;0;0;0;0;0;0;0;0;0;0;0;0;0;0.17414;-0.077526;0.002152;0.17445;-0.077829
433.5;1.1606;0.33662;-0.13234;0.37304;0;0;0;0;0;0;0;0;0;0;0;0;0;0.17437;-0.07761;0.0021597;0.17467;-0.077915
434;1.1624;0.33714;-0.13256;0.37303;0;0;0;0;0;0;0;0;0;0;0;0;0;0.17461;-0.077715;0.0021565;0.17491;-0.078019
434.5;1.1641;0.33758;-0.13267;0.37303;0;0;0;0;0;0;0;0;0;0;0;0;0;0.17484;-0.077817;0.002163;0.17514;-0.078122
435;1.1657;0.33805;-0.13289;0.37302;0;0;0;0;0;0;0;0;0;0;0;0;0;0.17506;-0.077915;0.0021648;0.17537;-0.07822
435.5;1.1675;0.33836;-0.13292;0.37301;0;0;0;0;0;0;0;0;0;0;0;0;0;0.17529;-0.078003;0.0021583;0.1756;-0.078308
436;1.1688;0.33873;-0.1331;0.373;0;0;0;0;0;0;0;0;0;0;0;0;0;0.17549;-0.078107;0.0021643;0.1758;-0.078413
436.5;1.1708;0.33938;-0.13323;0.37299;0;0;0;0;0;0;0;0;0;0;0;0;0;0.17576;-0.078206;0.0021641;0.17607;-0.078512
437;1.1725;0.33978;-0.13335;0.37299;0;0;0;0;0;0;0;0;0;0;0;0;0;0.17598;-0.078326;0.0021691;0.17629;-0.078632
437.5;1.1742;0.34027;-0.13347;0.37299;0;0;0;0;0;0;0;0;0;0;0;0;0;0.17621;-0.078423;0.0021817;0.17651;-0.078729
438;1.1758;0.34075;-0.13371;0.373;0;0;0;0;0;0;0;0;0;0;0;0;0;0.17643;-0.078513;0.0021856;0.17674;-0.07882
438.5;1.1775;0.34119;-0.13389;0.373;0;0;0;0;0;0;0;0;0;0;0;0;0;0.17667;-0.078614;0.0021811;0.17698;-0.07892
439;1.1792;0.3416;-0.13396;0.373;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1769;-0.078709;0.0021911;0.17721;-0.079016
439.5;1.181;0.34213;-0.13418;0.37301;0;0;0;0;0;0;0;0;0;0;0;0;0;0.17714;-0.078817;0.0021885;0.17745;-0.079125
440;1.1827;0.34261;-0.13432;0.37301;0;0;0;0;0;0;0;0;0;0;0;0;0;0.17737;-0.078916;0.0021923;0.17768;-0.079225
440.5;1.1845;0.34303;-0.1344;0.37301;0;0;0;0;0;0;0;0;0;0;0;0;0;0.17761;-0.079023;0.0021929;0.17792;-0.079331
441;1.1862;0.34353;-0.13448;0.37302;0;0;0;0;0;0;0;0;0;0;0;0;0;0.17785;-0.07911;0.0022018;0.17816;-0.079418
441.5;1.1879;0.34392;-0.13464;0.37301;0;0;0;0;0;0;0;0;0;0;0;0;0;0.17807;-0.079217;0.0021993;0.17838;-0.079526
442;1.1896;0.3445;-0.13483;0.373;0;0;0;0;0;0;0;0;0;0;0;0;0;0.17831;-0.079317;0.0022027;0.17862;-0.079626
442.5;1.1916;0.345;-0.13499;0.373;0;0;0;0;0;0;0;0;0;0;0;0;0;0.17859;-0.079412;0.0022082;0.1789;-0.079721
443;1.193;0.34538;-0.13512;0.37299;0;0;0;0;0;0;0;0;0;0;0;0;0;0.17878;-0.079525;0.0022072;0.17909;-0.079834
443.5;1.1947;0.34574;-0.13518;0.37299;0;0;0;0;0;0;0;0;0;0;0;0;0;0.179;-0.079633;0.0022064;0.1793;-0.079942
444;1.1963;0.34615;-0.13544;0.37298;0;0;0;0;0;0;0;0;0;0;0;0;0;0.17922;-0.079733;0.0022124;0.17953;-0.080043
444.5;1.198;0.34667;-0.13555;0.37298;0;0;0;0;0;0;0;0;0;0;0;0;0;0.17945;-0.079827;0.0022078;0.17976;-0.080137
445;1.1999;0.34714;-0.13568;0.37298;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1797;-0.079931;0.0022125;0.18001;-0.080241
445.5;1.2014;0.3475;-0.13582;0.37298;0;0;0;0;0;0;0;0;0;0;0;0;0;0.17993;-0.080037;0.0022233;0.18024;-0.080348
446;1.2033;0.34807;-0.13592;0.37298;0;0;0;0;0;0;0;0;0;0;0;0;0;0.18017;-0.080125;0.0022216;0.18048;-0.080436
446.5;1.2051;0.34862;-0.13609;0.37298;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1804;-0.080235;0.0022272;0.18071;-0.080546
447;1.2068;0.34902;-0.1362;0.37298;0;0;0;0;0;0;0;0;0;0;0;0;0;0.18065;-0.080325;0.0022352;0.18096;-0.080637
447.5;1.2085;0.34944;-0.13639;0.37297;0;0;0;0;0;0;0;0;0;0;0;0;0;0.18085;-0.080433;0.0022349;0.18116;-0.080745
448;1.2103;0.34991;-0.13648;0.37298;0;0;0;0;0;0;0;0;0;0;0;0;0;0.18111;-0.080539;0.0022395;0.18142;-0.080851
448.5;1.2119;0.35043;-0.13669;0.37297;0;0;0;0;0;0;0;0;0;0;0;0;0;0.18133;-0.080636;0.0022404;0.18164;-0.080948
449;1.2136;0.35083;-0.13683;0.37297;0;0;0;0;0;0;0;0;0;0;0;0;0;0.18155;-0.080738;0.00224;0.18186;-0.08105
449.5;1.2153;0.35128;-0.13698;0.37296;0;0;0;0;0;0;0;0;0;0;0;0;0;0.18179;-0.080842;0.0022409;0.1821;-0.081155
450;1.217;0.35171;-0.13717;0.37296;0;0;0;0;0;0;0;0;0;0;0;0;0;0.18202;-0.080952;0.002246;0.18234;-0.081264
450.5;1.2189;0.35218;-0.13724;0.37295;0;0;0;0;0;0;0;0;0;0;0;0;0;0.18226;-0.08104;0.0022472;0.18258;-0.081353
451;1.2205;0.35263;-0.13742;0.37294;0;0;0;0;0;0;0;0;0;0;0;0;0;0.18249;-0.081148;0.0022522;0.18281;-0.081461
451.5;1.2222;0.35306;-0.1376;0.37294;0;0;0;0;0;0;0;0;0;0;0;0;0;0.18273;-0.081243;0.0022532;0.18304;-0.081556
452;1.2239;0.35358;-0.13769;0.37294;0;0;0;0;0;0;0;0;0;0;0;0;0;0.18296;-0.08135;0.0022601;0.18327;-0.081664
452.5;1.2257;0.35405;-0.13787;0.37294;0;0;0;0;0;0;0;0;0;0;0;0;0;0.18319;-0.081453;0.0022573;0.18351;-0.081766
453;1.2274;0.35456;-0.13793;0.37294;0;0;0;0;0;0;0;0;0;0;0;0;0;0.18343;-0.081552;0.0022555;0.18374;-0.081866
453.5;1.229;0.35486;-0.13813;0.37294;0;0;0;0;0;0;0;0;0;0;0;0;0;0.18365;-0.081655;0.0022621;0.18396;-0.08197
454;1.2309;0.35535;-0.13822;0.37293;0;0;0;0;0;0;0;0;0;0;0;0;0;0.18389;-0.081756;0.0022659;0.1842;-0.082071
454.5;1.2326;0.35586;-0.1384;0.37293;0;0;0;0;0;0;0;0;0;0;0;0;0;0.18412;-0.081863;0.0022687;0.18444;-0.082178
455;1.2344;0.35638;-0.13856;0.37293;0;0;0;0;0;0;0;0;0;0;0;0;0;0.18436;-0.08197;0.0022626;0.18467;-0.082285
455.5;1.2361;0.35684;-0.13876;0.37293;0;0;0;0;0;0;0;0;0;0;0;0;0;0.18459;-0.08207;0.0022733;0.18491;-0.082385
456;1.2379;0.35729;-0.13893;0.37292;0;0;0;0;0;0;0;0;0;0;0;0;0;0.18483;-0.082162;0.0022792;0.18515;-0.082477
456.5;1.2396;0.35777;-0.13903;0.37291;0;0;0;0;0;0;0;0;0;0;0;0;0;0.18507;-0.082274;0.0022776;0.18538;-0.082589
457;1.2415;0.35826;-0.13916;0.3729;0;0;0;0;0;0;0;0;0;0;0;0;0;0.18531;-0.082368;0.0022785;0.18562;-0.082683
457.5;1.2432;0.35876;-0.13931;0.3729;0;0;0;0;0;0;0;0;0;0;0;0;0;0.18554;-0.08248;0.0022784;0.18586;-0.082796
458;1.2449;0.35915;-0.13942;0.3729;0;0;0;0;0;0;0;0;0;0;0;0;0;0.18577;-0.082573;0.0022854;0.18609;-0.08289
458.5;1.2467;0.35966;-0.13954;0.3729;0;0;0;0;0;0;0;0;0;0;0;0;0;0.18601;-0.082676;0.0022842;0.18633;-0.082992
459;1.2485;0.36009;-0.13975;0.37291;0;0;0;0;0;0;0;0;0;0;0;0;0;0.18625;-0.082787;0.002292;0.18656;-0.083104
459.5;1.2499;0.36051;-0.13988;0.37291;0;0;0;0;0;0;0;0;0;0;0;0;0;0.18645;-0.082902;0.0022865;0.18677;-0.083219
460;1.252;0.36116;-0.14004;0.37291;0;0;0;0;0;0;0;0;0;0;0;0;0;0.18672;-0.083;0.0022978;0.18703;-0.083317
460.5;1.2537;0.36153;-0.14015;0.37292;0;0;0;0;0;0;0;0;0;0;0;0;0;0.18695;-0.083103;0.0022937;0.18727;-0.08342
461;1.2551;0.36184;-0.14021;0.37292;0;0;0;0;0;0;0;0;0;0;0;0;0;0.18714;-0.083179;0.002291;0.18746;-0.083497
461.5;1.2571;0.36246;-0.14041;0.37292;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1874;-0.083308;0.0022817;0.18771;-0.083626
462;1.2592;0.363;-0.14058;0.37293;0;0;0;0;0;0;0;0;0;0;0;0;0;0.18767;-0.083403;0.0023005;0.18799;-0.083721
462.5;1.2608;0.36345;-0.1407;0.37294;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1879;-0.083518;0.002305;0.18821;-0.083837
463;1.2626;0.36397;-0.14088;0.37293;0;0;0;0;0;0;0;0;0;0;0;0;0;0.18814;-0.083617;0.0023089;0.18846;-0.083935
463.5;1.2643;0.36443;-0.14101;0.37293;0;0;0;0;0;0;0;0;0;0;0;0;0;0.18837;-0.083723;0.0023126;0.18868;-0.084042
464;1.2661;0.36488;-0.14111;0.37293;0;0;0;0;0;0;0;0;0;0;0;0;0;0.18861;-0.083825;0.0023186;0.18893;-0.084145
464.5;1.2678;0.36529;-0.14126;0.37293;0;0;0;0;0;0;0;0;0;0;0;0;0;0.18883;-0.083932;0.0023189;0.18915;-0.084252
465;1.2696;0.3659;-0.14134;0.37292;0;0;0;0;0;0;0;0;0;0;0;0;0;0.18909;-0.084031;0.0023199;0.18941;-0.084351
465.5;1.2714;0.36633;-0.14152;0.37292;0;0;0;0;0;0;0;0;0;0;0;0;0;0.18932;-0.084134;0.0023156;0.18963;-0.084454
466;1.2731;0.36678;-0.14162;0.37291;0;0;0;0;0;0;0;0;0;0;0;0;0;0.18955;-0.084232;0.0023248;0.18987;-0.084552
466.5;1.2749;0.36728;-0.14181;0.37291;0;0;0;0;0;0;0;0;0;0;0;0;0;0.18979;-0.084332;0.0023305;0.19011;-0.084653
467;1.2768;0.36763;-0.14195;0.3729;0;0;0;0;0;0;0;0;0;0;0;0;0;0.19003;-0.08444;0.0023332;0.19035;-0.08476
467.5;1.2785;0.36813;-0.14201;0.37289;0;0;0;0;0;0;0;0;0;0;0;0;0;0.19026;-0.084549;0.0023345;0.19058;-0.08487
468;1.2803;0.36855;-0.14219;0.37289;0;0;0;0;0;0;0;0;0;0;0;0;0;0.19051;-0.084636;0.0023362;0.19083;-0.084957
468.5;1.2821;0.36902;-0.14224;0.37288;0;0;0;0;0;0;0;0;0;0;0;0;0;0.19074;-0.084733;0.0023419;0.19106;-0.085054
469;1.2839;0.36956;-0.14245;0.37288;0;0;0;0;0;0;0;0;0;0;0;0;0;0.19098;-0.084859;0.0023401;0.1913;-0.08518
469.5;1.2857;0.36991;-0.14252;0.37287;0;0;0;0;0;0;0;0;0;0;0;0;0;0.19122;-0.084958;0.0023435;0.19154;-0.08528
470;1.2876;0.37039;-0.14265;0.37287;0;0;0;0;0;0;0;0;0;0;0;0;0;0.19146;-0.085066;0.0023475;0.19178;-0.085388
470.5;1.2892;0.37083;-0.1428;0.37287;0;0;0;0;0;0;0;0;0;0;0;0;0;0.19169;-0.085163;0.0023515;0.19201;-0.085485
471;1.2911;0.37131;-0.14291;0.37286;0;0;0;0;0;0;0;0;0;0;0;0;0;0.19193;-0.085269;0.0023504;0.19226;-0.085591
471.5;1.2929;0.37169;-0.14305;0.37285;0;0;0;0;0;0;0;0;0;0;0;0;0;0.19218;-0.085379;0.0023559;0.1925;-0.085701
472;1.2946;0.37219;-0.14316;0.37285;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1924;-0.085491;0.0023512;0.19273;-0.085813
472.5;1.2964;0.37264;-0.14334;0.37285;0;0;0;0;0;0;0;0;0;0;0;0;0;0.19265;-0.085588;0.0023617;0.19297;-0.08591
473;1.2984;0.37314;-0.14344;0.37285;0;0;0;0;0;0;0;0;0;0;0;0;0;0.19289;-0.085679;0.0023606;0.19321;-0.086002
473.5;1.3001;0.37356;-0.14348;0.37284;0;0;0;0;0;0;0;0;0;0;0;0;0;0.19313;-0.085789;0.0023637;0.19346;-0.086112
474;1.3019;0.374;-0.14369;0.37284;0;0;0;0;0;0;0;0;0;0;0;0;0;0.19337;-0.085891;0.0023644;0.19369;-0.086214
474.5;1.3038;0.3745;-0.14377;0.37284;0;0;0;0;0;0;0;0;0;0;0;0;0;0.19361;-0.086;0.0023608;0.19394;-0.086323
475;1.3054;0.37489;-0.14392;0.37284;0;0;0;0;0;0;0;0;0;0;0;0;0;0.19384;-0.086082;0.0023683;0.19417;-0.086406
475.5;1.3074;0.37536;-0.14399;0.37285;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1941;-0.086198;0.0023627;0.19442;-0.086521
476;1.3091;0.37582;-0.14414;0.37284;0;0;0;0;0;0;0;0;0;0;0;0;0;0.19433;-0.086312;0.0023733;0.19465;-0.086636
476.5;1.311;0.37624;-0.14433;0.37284;0;0;0;0;0;0;0;0;0;0;0;0;0;0.19457;-0.086424;0.0023798;0.1949;-0.086748
477;1.3127;0.3766;-0.14445;0.37283;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1948;-0.086527;0.0023821;0.19512;-0.086852
477.5;1.3146;0.37706;-0.14448;0.37283;0;0;0;0;0;0;0;0;0;0;0;0;0;0.19505;-0.086604;0.0023741;0.19538;-0.086929
478;1.3165;0.37745;-0.14471;0.37283;0;0;0;0;0;0;0;0;0;0;0;0;0;0.19529;-0.086724;0.0023838;0.19562;-0.087049
478.5;1.3182;0.37796;-0.14481;0.37282;0;0;0;0;0;0;0;0;0;0;0;0;0;0.19553;-0.086826;0.0023889;0.19586;-0.087151
479;1.32;0.37835;-0.14501;0.37281;0;0;0;0;0;0;0;0;0;0;0;0;0;0.19577;-0.086939;0.002388;0.19609;-0.087264
479.5;1.3219;0.37885;-0.14504;0.3728;0;0;0;0;0;0;0;0;0;0;0;0;0;0.19601;-0.087037;0.0023945;0.19634;-0.087362
480;1.3237;0.37928;-0.14524;0.37281;0;0;0;0;0;0;0;0;0;0;0;0;0;0.19626;-0.087148;0.0023859;0.19658;-0.087473
