"E0",,,,,"E1",,,,"E2",,,,"E3",,,,"E4",,,,"E5",,,,"E6",,,
"Index [1]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]"
10,5.25048e-05,0.000310542,5.91485,5.91454,1.06683e-05,1.89294e-05,1.77438,1.77436,7.49072e-05,0.000265825,3.54899,3.54872,-1.134e-06,-2.01212e-06,1.77436,1.77436,-9.86653e-05,-5.83559e-05,0.591395,0.591454,4.41499e-05,4.35211e-05,0.9858,0.985756,-5.33983e-05,-7.36928e-05,1.37999,1.38006
11,5.98821e-05,0.000354175,5.91489,5.91454,-2.92859e-06,-5.19637e-06,1.77436,1.77436,5.17329e-05,0.000183586,3.54891,3.54872,3.42242e-06,6.07261e-06,1.77437,1.77436,-0.000138157,-8.17133e-05,0.591372,0.591454,5.34321e-05,5.2671e-05,0.985809,0.985756,-8.19265e-05,-0.000113063,1.37995,1.38006
12,6.21416e-05,0.000367539,5.91491,5.91454,4.99887e-05,8.86979e-05,1.77445,1.77436,5.53627e-05,0.000196467,3.54892,3.54872,4.21654e-05,7.48166e-05,1.77444,1.77436,-0.000236712,-0.000140004,0.591314,0.591454,9.96042e-05,9.81855e-05,0.985855,0.985756,-8.0494e-05,-0.000111086,1.37995,1.38006
13,7.26273e-05,0.000429557,5.91497,5.91454,9.8706e-05,0.00017514,1.77454,1.77436,8.34351e-05,0.000296088,3.54902,3.54872,2.45814e-05,4.36163e-05,1.77441,1.77436,1.25528e-05,7.42441e-06,0.591461,0.591454,6.88435e-05,6.78629e-05,0.985824,0.985756,-7.75411e-05,-0.000107011,1.37995,1.38006
14,5.47157e-05,0.000323618,5.91486,5.91454,5.01169e-05,8.89255e-05,1.77445,1.77436,0.000122519,0.000434785,3.54916,3.54872,2.48011e-05,4.40062e-05,1.77441,1.77436,-0.000164136,-9.7079e-05,0.591357,0.591454,0.000132562,0.000130674,0.985887,0.985756,-2.33412e-05,-3.22122e-05,1.38003,1.38006
15,0.000114273,0.000675869,5.91522,5.91454,9.9258e-05,0.00017612,1.77454,1.77436,0.000167872,0.00059573,3.54932,3.54872,5.89367e-05,0.000104575,1.77447,1.77436,-0.000188417,-0.00011144,0.591342,0.591454,2.08119e-05,2.05155e-05,0.985777,0.985756,-3.01253e-05,-4.15747e-05,1.38002,1.38006
16,0.000144253,0.000853189,5.91539,5.91454,0.000135612,0.000240624,1.7746,1.77436,0.00013542,0.000480568,3.5492,3.54872,3.51658e-05,6.23969e-05,1.77442,1.77436,-0.000161361,-9.54378e-05,0.591358,0.591454,0.000120827,0.000119106,0.985876,0.985756,-4.03056e-05,-5.56241e-05,1.38,1.38006
17,0.000164347,0.000972038,5.91551,5.91454,0.000220829,0.00039183,1.77475,1.77436,0.000174331,0.000618653,3.54934,3.54872,1.40718e-05,2.49685e-05,1.77439,1.77436,-0.000165357,-9.78008e-05,0.591356,0.591454,3.09276e-05,3.04871e-05,0.985787,0.985756,-5.95163e-05,-8.21361e-05,1.37998,1.38006
18,0.000187787,0.00111068,5.91565,5.91454,0.00024635,0.000437114,1.7748,1.77436,0.000229815,0.000815549,3.54954,3.54872,7.21611e-06,1.2804e-05,1.77437,1.77436,-0.000258545,-0.000152917,0.591301,0.591454,0.000123353,0.000121596,0.985878,0.985756,-4.78672e-06,-6.60595e-06,1.38005,1.38006
19,0.000227168,0.0013436,5.91588,5.91454,0.000193841,0.000343943,1.77471,1.77436,0.000232776,0.000826056,3.54955,3.54872,1.59338e-05,2.82723e-05,1.77439,1.77436,-0.00017043,-0.000100801,0.591353,0.591454,7.03585e-05,6.93564e-05,0.985826,0.985756,-9.78896e-05,-0.000135093,1.37992,1.38006
20,0.000289079,0.00170977,5.91625,5.91454,0.000277233,0.000491912,1.77485,1.77436,0.000274454,0.00097396,3.5497,3.54872,4.08537e-05,7.24892e-05,1.77443,1.77436,-0.000146359,-8.65649e-05,0.591367,0.591454,9.95303e-06,9.81127e-06,0.985766,0.985756,-7.91336e-05,-0.000109209,1.37995,1.38006
21,0.000320893,0.00189794,5.91644,5.91454,0.000248893,0.000441625,1.7748,1.77436,0.00033133,0.0011758,3.5499,3.54872,-2.59737e-05,-4.60868e-05,1.77432,1.77436,-0.000262875,-0.000155478,0.591298,0.591454,-2.39546e-05,-2.36134e-05,0.985733,0.985756,-7.03969e-05,-9.71519e-05,1.37996,1.38006
22,0.000354903,0.00209909,5.91664,5.91454,0.000373548,0.000662809,1.77502,1.77436,0.000392582,0.00139317,3.55012,3.54872,-5.1587e-05,-9.1534e-05,1.77427,1.77436,-0.000246484,-0.000145784,0.591308,0.591454,-9.80502e-05,-9.66536e-05,0.98566,0.985756,-3.36598e-05,-4.64525e-05,1.38001,1.38006
23,0.000388361,0.00229697,5.91684,5.91454,0.000369362,0.000655381,1.77502,1.77436,0.000403966,0.00143356,3.55016,3.54872,-1.24703e-05,-2.21268e-05,1.77434,1.77436,-0.000190163,-0.000112472,0.591341,0.591454,-5.79805e-05,-5.71547e-05,0.985699,0.985756,-7.44702e-05,-0.000102773,1.37996,1.38006
24,0.000443414,0.00262259,5.91716,5.91454,0.000465236,0.000825497,1.77519,1.77436,0.000454535,0.00161302,3.55034,3.54872,-6.02291e-05,-0.000106868,1.77425,1.77436,-0.000300607,-0.000177795,0.591276,0.591454,-6.80959e-05,-6.7126e-05,0.985689,0.985756,-0.000104641,-0.000144411,1.37991,1.38006
25,0.000470086,0.00278034,5.91732,5.91454,0.00046085,0.000817714,1.77518,1.77436,0.0004804,0.00170481,3.55043,3.54872,-8.76537e-05,-0.000155529,1.77421,1.77436,-0.000311666,-0.000184336,0.591269,0.591454,4.93362e-06,4.86334e-06,0.985761,0.985756,-0.000149478,-0.000206288,1.37985,1.38006
26,0.000520727,0.00307986,5.91762,5.91454,0.000571831,0.00101463,1.77538,1.77436,0.00054002,0.00191638,3.55064,3.54872,-4.46685e-05,-7.9258e-05,1.77428,1.77436,-0.000274298,-0.000162235,0.591292,0.591454,-6.4115e-05,-6.32018e-05,0.985693,0.985756,-0.000121327,-0.000167439,1.37989,1.38006
27,0.000566739,0.003352,5.91789,5.91454,0.000587116,0.00104176,1.7754,1.77436,0.000589886,0.00209334,3.55082,3.54872,-5.82036e-05,-0.000103274,1.77426,1.77436,-0.000351757,-0.000208048,0.591246,0.591454,-0.000126151,-0.000124354,0.985632,0.985756,-0.000102518,-0.000141481,1.37992,1.38006
28,0.000617535,0.00365243,5.91819,5.91454,0.000600056,0.00106472,1.77543,1.77436,0.000625819,0.00222086,3.55094,3.54872,-9.12075e-05,-0.000161835,1.7742,1.77436,-0.000297162,-0.000175758,0.591278,0.591454,-0.000108307,-0.000106764,0.98565,0.985756,-0.000107354,-0.000148155,1.37991,1.38006
29,0.00066974,0.0039612,5.9185,5.91454,0.000621046,0.00110196,1.77546,1.77436,0.000690774,0.00245137,3.55117,3.54872,-0.000107831,-0.000191332,1.77417,1.77436,-0.000276454,-0.00016351,0.59129,0.591454,-5.23799e-05,-5.16338e-05,0.985705,0.985756,-0.000142699,-0.000196933,1.37986,1.38006
30,0.000703227,0.00415927,5.9187,5.91454,0.000684942,0.00121534,1.77558,1.77436,0.000725709,0.00257534,3.5513,3.54872,-0.00014654,-0.000260015,1.7741,1.77436,-0.000437711,-0.000258886,0.591195,0.591454,-8.64545e-05,-8.52231e-05,0.985671,0.985756,-0.000123075,-0.000169851,1.37989,1.38006
31,0.000765975,0.00453039,5.91907,5.91454,0.000853846,0.00151503,1.77588,1.77436,0.000809702,0.00287341,3.5516,3.54872,-0.000139676,-0.000247836,1.77411,1.77436,-0.000306188,-0.000181096,0.591273,0.591454,-0.000109237,-0.000107682,0.985649,0.985756,-0.000140912,-0.000194467,1.37986,1.38006
32,0.000812741,0.00480699,5.91935,5.91454,0.000789523,0.0014009,1.77576,1.77436,0.000836601,0.00296887,3.55169,3.54872,-0.000131773,-0.000233814,1.77413,1.77436,-0.000314093,-0.000185771,0.591268,0.591454,-0.000109845,-0.000108281,0.985648,0.985756,-0.00010791,-0.000148922,1.37991,1.38006
33,0.000857178,0.00506981,5.91961,5.91454,0.000891316,0.00158152,1.77594,1.77436,0.000871352,0.00309219,3.55182,3.54872,-0.00010533,-0.000186894,1.77417,1.77436,-0.000265306,-0.000156916,0.591297,0.591454,-0.000186265,-0.000183612,0.985573,0.985756,-0.000135098,-0.000186444,1.37987,1.38006
34,0.000901081,0.00532948,5.91987,5.91454,0.000936725,0.00166209,1.77602,1.77436,0.00092118,0.00326901,3.55199,3.54872,-0.000128878,-0.000228677,1.77413,1.77436,-0.000340131,-0.000201172,0.591253,0.591454,-0.000122341,-0.000120599,0.985636,0.985756,-0.000170209,-0.000234899,1.37982,1.38006
35,0.000954433,0.00564503,5.92018,5.91454,0.00104916,0.00186158,1.77622,1.77436,0.000970751,0.00344493,3.55217,3.54872,-0.000146582,-0.00026009,1.7741,1.77436,-0.000381288,-0.000225514,0.591228,0.591454,-0.000105589,-0.000104085,0.985652,0.985756,-0.000149731,-0.000206638,1.37985,1.38006
36,0.00100383,0.00593717,5.92048,5.91454,0.00106585,0.0018912,1.77625,1.77436,0.000984838,0.00349492,3.55222,3.54872,-0.000161641,-0.000286809,1.77408,1.77436,-0.00038937,-0.000230294,0.591223,0.591454,-6.69246e-05,-6.59714e-05,0.98569,0.985756,-0.000145989,-0.000201473,1.37986,1.38006
37,0.00104847,0.00620121,5.92074,5.91454,0.00110435,0.00195951,1.77632,1.77436,0.00104305,0.0037015,3.55242,3.54872,-0.00018398,-0.000326447,1.77404,1.77436,-0.000442633,-0.000261797,0.591192,0.591454,-0.000115036,-0.000113397,0.985643,0.985756,-0.000172007,-0.000237379,1.37982,1.38006
38,0.00110087,0.00651113,5.92105,5.91454,0.0011009,0.00195339,1.77631,1.77436,0.00110993,0.00393882,3.55266,3.54872,-0.000198209,-0.000351695,1.77401,1.77436,-0.00037071,-0.000219258,0.591235,0.591454,-0.000146434,-0.000144348,0.985612,0.985756,-0.000247009,-0.000340887,1.37972,1.38006
39,0.00113967,0.00674065,5.92128,5.91454,0.00114091,0.00202439,1.77639,1.77436,0.00113803,0.00403855,3.55276,3.54872,-0.000217292,-0.000385555,1.77398,1.77436,-0.000471464,-0.000278849,0.591175,0.591454,-0.00011899,-0.000117295,0.985639,0.985756,-0.000219549,-0.000302991,1.37976,1.38006
40,0.00118914,0.00703323,5.92157,5.91454,0.00121219,0.00215086,1.77651,1.77436,0.0011987,0.00425386,3.55298,3.54872,-0.00023493,-0.000416851,1.77394,1.77436,-0.000480282,-0.000284065,0.59117,0.591454,-0.000125895,-0.000124102,0.985632,0.985756,-0.000239444,-0.000330448,1.37973,1.38006
41,0.00125202,0.0074051,5.92194,5.91454,0.00131021,0.00232478,1.77669,1.77436,0.00122658,0.00435281,3.55308,3.54872,-0.000276852,-0.000491236,1.77387,1.77436,-0.000470185,-0.000278093,0.591176,0.591454,-0.000170395,-0.000167968,0.985588,0.985756,-0.000271631,-0.000374867,1.37968,1.38006
42,0.00130814,0.00773702,5.92228,5.91454,0.00135184,0.00239865,1.77676,1.77436,0.00128688,0.00456678,3.55329,3.54872,-0.000274738,-0.000487484,1.77387,1.77436,-0.000493623,-0.000291955,0.591162,0.591454,-0.000240382,-0.000236959,0.985519,0.985756,-0.000275894,-0.000380751,1.37968,1.38006
43,0.00137631,0.00814024,5.92268,5.91454,0.00143584,0.00254769,1.77691,1.77436,0.00135989,0.00482589,3.55355,3.54872,-0.000247198,-0.000438619,1.77392,1.77436,-0.000589464,-0.000348641,0.591105,0.591454,-0.000231741,-0.00022844,0.985528,0.985756,-0.000262423,-0.000362159,1.3797,1.38006
44,0.00142572,0.00843246,5.92297,5.91454,0.00149658,0.00265548,1.77702,1.77436,0.00143506,0.00509262,3.55382,3.54872,-0.00026824,-0.000475955,1.77389,1.77436,-0.000518676,-0.000306773,0.591147,0.591454,-0.000251744,-0.000248158,0.985508,0.985756,-0.000353953,-0.000488476,1.37957,1.38006
45,0.00150423,0.00889681,5.92344,5.91454,0.00153096,0.00271648,1.77708,1.77436,0.00151504,0.00537647,3.5541,3.54872,-0.000318966,-0.00056596,1.7738,1.77436,-0.000534814,-0.000316318,0.591137,0.591454,-0.000274929,-0.000271013,0.985485,0.985756,-0.000338661,-0.000467372,1.37959,1.38006
46,0.00156898,0.00927982,5.92382,5.91454,0.00156743,0.00278119,1.77714,1.77436,0.0015407,0.0054675,3.55419,3.54872,-0.000381227,-0.000676436,1.77369,1.77436,-0.000480073,-0.000283941,0.59117,0.591454,-0.000349992,-0.000345007,0.985411,0.985756,-0.000347327,-0.000479332,1.37958,1.38006
47,0.00166248,0.00983279,5.92437,5.91454,0.00169253,0.00300317,1.77736,1.77436,0.00162638,0.00577156,3.55449,3.54872,-0.000412708,-0.000732294,1.77363,1.77436,-0.000563345,-0.000333193,0.591121,0.591454,-0.000354908,-0.000349853,0.985407,0.985756,-0.00031005,-0.000427887,1.37963,1.38006
48,0.00173255,0.0102473,5.92479,5.91454,0.0017311,0.00307159,1.77743,1.77436,0.00168138,0.00596674,3.55469,3.54872,-0.000439921,-0.000780579,1.77358,1.77436,-0.000647068,-0.000382711,0.591071,0.591454,-0.000280504,-0.000276509,0.98548,0.985756,-0.00042081,-0.000580743,1.37948,1.38006
49,0.00181816,0.0107536,5.92529,5.91454,0.00185752,0.0032959,1.77766,1.77436,0.00179308,0.00636313,3.55509,3.54872,-0.000453454,-0.000804591,1.77356,1.77436,-0.000678674,-0.000401404,0.591052,0.591454,-0.000399595,-0.000393903,0.985363,0.985756,-0.000367304,-0.000506901,1.37955,1.38006
50,0.00191872,0.0113483,5.92589,5.91454,0.00193138,0.00342696,1.77779,1.77436,0.00187725,0.00666185,3.55538,3.54872,-0.000488157,-0.000866167,1.7735,1.77436,-0.000777798,-0.000460032,0.590994,0.591454,-0.000400045,-0.000394347,0.985362,0.985756,-0.000481941,-0.000665107,1.37939,1.38006
51,0.00202242,0.0119617,5.9265,5.91454,0.00206802,0.00366942,1.77803,1.77436,0.00196727,0.00698129,3.5557,3.54872,-0.000536738,-0.000952368,1.77341,1.77436,-0.000780884,-0.000461857,0.590992,0.591454,-0.000422384,-0.000416368,0.98534,0.985756,-0.000486267,-0.000671077,1.37939,1.38006
52,0.00214853,0.0127076,5.92725,5.91454,0.00211559,0.00375383,1.77812,1.77436,0.00209521,0.00743532,3.55616,3.54872,-0.000579186,-0.00102769,1.77333,1.77436,-0.000774721,-0.000458212,0.590996,0.591454,-0.000522038,-0.000514603,0.985242,0.985756,-0.000570609,-0.000787475,1.37927,1.38006
53,0.00225097,0.0133135,5.92785,5.91454,0.00221449,0.00392931,1.77829,1.77436,0.00221812,0.0078715,3.55659,3.54872,-0.00066025,-0.00117152,1.77319,1.77436,-0.000838271,-0.000495798,0.590958,0.591454,-0.000566687,-0.000558616,0.985198,0.985756,-0.000545078,-0.000752239,1.37931,1.38006
54,0.00235968,0.0139564,5.9285,5.91454,0.00234417,0.00415941,1.77852,1.77436,0.00229591,0.00814755,3.55687,3.54872,-0.000738313,-0.00131003,1.77305,1.77436,-0.00103471,-0.000611983,0.590842,0.591454,-0.000561715,-0.000553714,0.985203,0.985756,-0.000605531,-0.000835669,1.37922,1.38006
55,0.00250445,0.0148127,5.92935,5.91454,0.00249866,0.00443353,1.7788,1.77436,0.00244151,0.00866425,3.55739,3.54872,-0.000773272,-0.00137206,1.77299,1.77436,-0.000981482,-0.000580501,0.590873,0.591454,-0.000647349,-0.000638128,0.985118,0.985756,-0.000753479,-0.00103985,1.37902,1.38006
56,0.00264557,0.0156473,5.93019,5.91454,0.00268902,0.0047713,1.77913,1.77436,0.0025894,0.00918907,3.55791,3.54872,-0.000810272,-0.00143772,1.77292,1.77436,-0.00110451,-0.000653268,0.590801,0.591454,-0.000662144,-0.000652712,0.985104,0.985756,-0.000778194,-0.00107395,1.37899,1.38006
57,0.00277929,0.0164382,5.93098,5.91454,0.00282566,0.00501373,1.77938,1.77436,0.00276127,0.00979898,3.55852,3.54872,-0.000923652,-0.00163889,1.77272,1.77436,-0.00109083,-0.000645174,0.590809,0.591454,-0.000691981,-0.000682125,0.985074,0.985756,-0.00080075,-0.00110508,1.37895,1.38006
58,0.00290835,0.0172016,5.93174,5.91454,0.00294817,0.00523113,1.77959,1.77436,0.0028831,0.0102313,3.55895,3.54872,-0.000983034,-0.00174426,1.77262,1.77436,-0.00118719,-0.00070217,0.590752,0.591454,-0.000779466,-0.000768363,0.984988,0.985756,-0.000873634,-0.00120567,1.37885,1.38006
59,0.00307883,0.0182098,5.93275,5.91454,0.00308004,0.00546511,1.77983,1.77436,0.00301829,0.0107111,3.55943,3.54872,-0.00106592,-0.00189133,1.77247,1.77436,-0.00126603,-0.000748799,0.590705,0.591454,-0.000857185,-0.000844975,0.984911,0.985756,-0.00105891,-0.00146135,1.3786,1.38006
60,0.00324298,0.0191807,5.93372,5.91454,0.00322705,0.00572595,1.78009,1.77436,0.00319638,0.0113431,3.56007,3.54872,-0.00113063,-0.00200614,1.77236,1.77436,-0.00122761,-0.000726077,0.590728,0.591454,-0.000987725,-0.000973656,0.984783,0.985756,-0.00110531,-0.00152539,1.37853,1.38006
61,0.00340765,0.0201547,5.93469,5.91454,0.00339751,0.0060284,1.78039,1.77436,0.00336693,0.0119483,3.56067,3.54872,-0.00122025,-0.00216516,1.7722,1.77436,-0.00141412,-0.000836385,0.590617,0.591454,-0.00103769,-0.00102291,0.984734,0.985756,-0.00118253,-0.00163196,1.37843,1.38006
62,0.00354749,0.0209818,5.93552,5.91454,0.00360755,0.00640109,1.78076,1.77436,0.00353923,0.0125597,3.56128,3.54872,-0.00131097,-0.00232613,1.77204,1.77436,-0.00155745,-0.00092116,0.590533,0.591454,-0.00113299,-0.00111686,0.98464,0.985756,-0.00127847,-0.00176437,1.37829,1.38006
63,0.00372771,0.0220477,5.93659,5.91454,0.00376129,0.00667388,1.78104,1.77436,0.0036819,0.013066,3.56179,3.54872,-0.00142694,-0.00253191,1.77183,1.77436,-0.0016148,-0.000955078,0.590499,0.591454,-0.00126999,-0.0012519,0.984505,0.985756,-0.00136379,-0.00188211,1.37818,1.38006
64,0.00388655,0.0229872,5.93753,5.91454,0.00395792,0.00702279,1.78138,1.77436,0.00384677,0.0136511,3.56237,3.54872,-0.00150081,-0.00266297,1.7717,1.77436,-0.00169528,-0.00100268,0.590451,0.591454,-0.00127669,-0.0012585,0.984498,0.985756,-0.00135424,-0.00186893,1.37819,1.38006
65,0.00406794,0.02406,5.9386,5.91454,0.00413041,0.00732885,1.78169,1.77436,0.00405455,0.0143885,3.56311,3.54872,-0.00157721,-0.00279853,1.77156,1.77436,-0.00177876,-0.00105206,0.590402,0.591454,-0.00136064,-0.00134126,0.984415,0.985756,-0.00149256,-0.00205982,1.378,1.38006
66,0.00425291,0.025154,5.93969,5.91454,0.00431042,0.00764825,1.78201,1.77436,0.00421636,0.0149627,3.56369,3.54872,-0.00164031,-0.00291051,1.77145,1.77436,-0.00177411,-0.0010493,0.590405,0.591454,-0.00141618,-0.001396,0.98436,0.985756,-0.00153258,-0.00211505,1.37794,1.38006
67,0.00442663,0.0261815,5.94072,5.91454,0.00443458,0.00786854,1.78223,1.77436,0.0044176,0.0156769,3.5644,3.54872,-0.00169604,-0.00300939,1.77135,1.77436,-0.0018854,-0.00111513,0.590339,0.591454,-0.00151396,-0.00149239,0.984264,0.985756,-0.00164872,-0.00227533,1.37778,1.38006
68,0.00461873,0.0273177,5.94186,5.91454,0.00468871,0.00831947,1.78268,1.77436,0.00459193,0.0162955,3.56502,3.54872,-0.00180982,-0.00321127,1.77115,1.77436,-0.00198134,-0.00117187,0.590282,0.591454,-0.00162631,-0.00160314,0.984153,0.985756,-0.00174955,-0.00241448,1.37764,1.38006
69,0.00481126,0.0284564,5.943,5.91454,0.00488512,0.00866798,1.78303,1.77436,0.00478317,0.0169742,3.5657,3.54872,-0.00189858,-0.00336876,1.77099,1.77436,-0.00205236,-0.00121388,0.59024,0.591454,-0.0017133,-0.0016889,0.984067,0.985756,-0.00186872,-0.00257894,1.37748,1.38006
70,0.00498682,0.0294948,5.94403,5.91454,0.00507088,0.00899758,1.78336,1.77436,0.00498655,0.0176959,3.56642,3.54872,-0.00200388,-0.00355561,1.77081,1.77436,-0.00223006,-0.00131898,0.590135,0.591454,-0.00181739,-0.0017915,0.983965,0.985756,-0.00202373,-0.00279287,1.37727,1.38006
71,0.0051714,0.0305864,5.94513,5.91454,0.0052842,0.00937608,1.78374,1.77436,0.00518835,0.018412,3.56713,3.54872,-0.00210573,-0.00373633,1.77063,1.77436,-0.00226668,-0.00134064,0.590113,0.591454,-0.00192738,-0.00189993,0.983856,0.985756,-0.00204075,-0.00281635,1.37724,1.38006
72,0.00537388,0.031784,5.94632,5.91454,0.00540896,0.00959745,1.78396,1.77436,0.00537682,0.0190809,3.5678,3.54872,-0.00216993,-0.00385024,1.77051,1.77436,-0.00229498,-0.00135738,0.590096,0.591454,-0.00189327,-0.0018663,0.98389,0.985756,-0.00217883,-0.00300692,1.37705,1.38006
73,0.00556318,0.0329036,5.94744,5.91454,0.00563275,0.00999454,1.78436,1.77436,0.00555823,0.0197246,3.56845,3.54872,-0.00228816,-0.00406002,1.7703,1.77436,-0.0024326,-0.00143877,0.590015,0.591454,-0.00199138,-0.00196301,0.983793,0.985756,-0.00218706,-0.00301827,1.37704,1.38006
74,0.00576902,0.0341211,5.94866,5.91454,0.0058223,0.0103309,1.78469,1.77436,0.00573754,0.020361,3.56908,3.54872,-0.00238867,-0.00423837,1.77012,1.77436,-0.00260087,-0.0015383,0.589916,0.591454,-0.00206377,-0.00203437,0.983722,0.985756,-0.00231333,-0.00319253,1.37687,1.38006
75,0.00597,0.0353098,5.94985,5.91454,0.00607434,0.0107781,1.78514,1.77436,0.00594879,0.0211106,3.56983,3.54872,-0.00247069,-0.0043839,1.76998,1.77436,-0.00273836,-0.00161961,0.589834,0.591454,-0.00219916,-0.00216784,0.983589,0.985756,-0.00238716,-0.00329442,1.37676,1.38006
76,0.00618202,0.0365638,5.9511,5.91454,0.00625315,0.0110953,1.78546,1.77436,0.00615811,0.0218534,3.57058,3.54872,-0.00256199,-0.00454589,1.76982,1.77436,-0.00275898,-0.00163181,0.589822,0.591454,-0.00227454,-0.00224214,0.983514,0.985756,-0.00249644,-0.00344523,1.37661,1.38006
77,0.00635395,0.0375807,5.95212,5.91454,0.00645771,0.0114583,1.78582,1.77436,0.00636223,0.0225778,3.5713,3.54872,-0.00262333,-0.00465474,1.76971,1.77436,-0.0029543,-0.00174733,0.589706,0.591454,-0.00230819,-0.00227531,0.983481,0.985756,-0.00261063,-0.00360282,1.37646,1.38006
78,0.00656318,0.0388182,5.95336,5.91454,0.00662055,0.0117472,1.78611,1.77436,0.00656377,0.023293,3.57202,3.54872,-0.00277248,-0.00491938,1.76944,1.77436,-0.00302044,-0.00178645,0.589667,0.591454,-0.00252022,-0.00248432,0.983272,0.985756,-0.00269587,-0.00372046,1.37634,1.38006
