"E0",,,,,"E1",,,,"E10",,,,"E11",,,,"E12",,,,"E13",,,,"E14",,,,"E15",,,,"E16",,,,"E2",,,,"E3",,,,"E4",,,,"E5",,,,"E6",,,,"E7",,,,"E8",,,,"E9",,,
"Index [1]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]"
10,8.86302e-06,5.41366e-05,6.1082,6.10815,-0.000417126,-8.49343e-05,0.203533,0.203618,-9.04117e-05,-3.68162e-05,0.407169,0.407206,-0.000100109,-6.11485e-05,0.610755,0.610816,1.16326e-06,9.47383e-07,0.81442,0.814419,-9.53739e-05,-9.70927e-05,1.01792,1.01802,-2.8224e-05,-3.44791e-05,1.22159,1.22162,4.76891e-05,6.79677e-05,1.4253,1.42523,-5.55941e-06,-9.05538e-06,1.62883,1.62884,-0.000119848,-4.88062e-05,0.407187,0.407236,0.000107378,6.55884e-05,0.610882,0.610816,-5.15652e-06,-4.19945e-06,0.814392,0.814396,-7.85646e-05,-7.99799e-05,1.01793,1.01801,7.59818e-05,9.28218e-05,1.22172,1.22163,5.4609e-05,7.78314e-05,1.42533,1.42525,5.42187e-05,8.8313e-05,1.62892,1.62883,-0.000226023,-4.6019e-05,0.203557,0.203603
11,4.03037e-05,0.000246181,6.10839,6.10815,-0.000606979,-0.000123592,0.203494,0.203618,-2.16085e-05,-8.7991e-06,0.407197,0.407206,-2.64054e-05,-1.61288e-05,0.6108,0.610816,6.0073e-05,4.89246e-05,0.814468,0.814419,-0.000108128,-0.000110077,1.01791,1.01802,-4.34133e-05,-5.30347e-05,1.22157,1.22162,8.97948e-05,0.000127978,1.42536,1.42523,1.57596e-05,2.56699e-05,1.62886,1.62884,-9.71603e-05,-3.95672e-05,0.407196,0.407236,0.000339418,0.000207322,0.611023,0.610816,2.27708e-05,1.85445e-05,0.814415,0.814396,3.00755e-05,3.06173e-05,1.01804,1.01801,0.000128206,0.000156621,1.22179,1.22163,7.98159e-05,0.000113758,1.42536,1.42525,4.91795e-05,8.01051e-05,1.62891,1.62883,-0.000469336,-9.55581e-05,0.203507,0.203603
12,4.05529e-05,0.000247703,6.1084,6.10815,-0.000467226,-9.51356e-05,0.203523,0.203618,9.35228e-05,3.8083e-05,0.407244,0.407206,5.22485e-05,3.19142e-05,0.610848,0.610816,8.52921e-05,6.94635e-05,0.814488,0.814419,-7.79023e-05,-7.93062e-05,1.01794,1.01802,-2.5264e-05,-3.08631e-05,1.22159,1.22162,9.00957e-05,0.000128407,1.42536,1.42523,2.71673e-05,4.42512e-05,1.62888,1.62884,-2.50377e-06,-1.01962e-06,0.407235,0.407236,0.000154052,9.40975e-05,0.61091,0.610816,6.79037e-05,5.53005e-05,0.814451,0.814396,8.8787e-06,9.03864e-06,1.01802,1.01801,0.000130468,0.000159384,1.22179,1.22163,7.79409e-05,0.000111085,1.42536,1.42525,5.43687e-05,8.85573e-05,1.62892,1.62883,-8.19342e-05,-1.6682e-05,0.203586,0.203603
13,3.21326e-05,0.000196271,6.10834,6.10815,-0.000261855,-5.33185e-05,0.203565,0.203618,-0.000129869,-5.28835e-05,0.407153,0.407206,-5.78614e-05,-3.53426e-05,0.610781,0.610816,-2.79602e-05,-2.27713e-05,0.814396,0.814419,-5.90259e-05,-6.00896e-05,1.01796,1.01802,-9.02237e-05,-0.000110219,1.22151,1.22162,-6.91951e-06,-9.86187e-06,1.42522,1.42523,-1.5827e-05,-2.57796e-05,1.62881,1.62884,-8.57197e-06,-3.49081e-06,0.407232,0.407236,0.00015842,9.67655e-05,0.610913,0.610816,7.2643e-05,5.91602e-05,0.814455,0.814396,-1.62802e-05,-1.65734e-05,1.018,1.01801,0.000147864,0.000180635,1.22181,1.22163,8.0572e-05,0.000114835,1.42536,1.42525,5.28147e-05,8.60262e-05,1.62892,1.62883,-0.000460009,-9.36593e-05,0.203509,0.203603
14,5.88041e-05,0.000359184,6.10851,6.10815,-0.000409203,-8.33212e-05,0.203535,0.203618,2.42576e-05,9.87783e-06,0.407216,0.407206,-5.74316e-05,-3.50801e-05,0.610781,0.610816,2.36341e-05,1.92481e-05,0.814438,0.814419,-2.47337e-05,-2.51794e-05,1.018,1.01802,-2.40695e-05,-2.94039e-05,1.22159,1.22162,-1.52374e-05,-2.17167e-05,1.42521,1.42523,3.21734e-05,5.24052e-05,1.62889,1.62884,-0.000293153,-0.000119383,0.407117,0.407236,0.000197368,0.000120555,0.610936,0.610816,6.54011e-05,5.32624e-05,0.814449,0.814396,0.000134737,0.000137164,1.01815,1.01801,0.000126532,0.000154575,1.22179,1.22163,8.2308e-05,0.00011731,1.42537,1.42525,8.62869e-05,0.000140547,1.62897,1.62883,-0.000154336,-3.14233e-05,0.203571,0.203603
15,5.31217e-05,0.000324475,6.10847,6.10815,-0.000775812,-0.000157969,0.20346,0.203618,-0.000110754,-4.50997e-05,0.407161,0.407206,1.31292e-05,8.01954e-06,0.610824,0.610816,-3.43702e-05,-2.79918e-05,0.814391,0.814419,-8.63226e-05,-8.78782e-05,1.01793,1.01802,-3.83942e-05,-4.69033e-05,1.22158,1.22162,-5.61449e-06,-8.00192e-06,1.42522,1.42523,1.56745e-05,2.55312e-05,1.62886,1.62884,-2.25048e-05,-9.16478e-06,0.407227,0.407236,0.000257283,0.000157152,0.610973,0.610816,7.93223e-05,6.45997e-05,0.814461,0.814396,0.000217353,0.000221268,1.01824,1.01801,0.000182796,0.00022331,1.22186,1.22163,6.83427e-05,9.74054e-05,1.42535,1.42525,9.5638e-05,0.000155778,1.62899,1.62883,-0.000465633,-9.48043e-05,0.203508,0.203603
16,5.88634e-05,0.000359546,6.10851,6.10815,-0.000909049,-0.000185099,0.203433,0.203618,-6.50471e-06,-2.64875e-06,0.407203,0.407206,-2.14364e-05,-1.30937e-05,0.610803,0.610816,-2.05908e-05,-1.67696e-05,0.814402,0.814419,-9.4165e-05,-9.5862e-05,1.01793,1.01802,-5.2369e-05,-6.39752e-05,1.22156,1.22162,1.4496e-05,2.06601e-05,1.42525,1.42523,-6.1994e-06,-1.00978e-05,1.62883,1.62884,-0.000205701,-8.3769e-05,0.407152,0.407236,0.00012103,7.39268e-05,0.61089,0.610816,0.000141852,0.000115524,0.814512,0.814396,0.000198656,0.000202235,1.01822,1.01801,9.63606e-05,0.000117717,1.22175,1.22163,0.000103367,0.000147324,1.4254,1.42525,8.12556e-05,0.000132351,1.62896,1.62883,-0.000229181,-4.66619e-05,0.203556,0.203603
17,6.37793e-05,0.000389573,6.10854,6.10815,-0.00142341,-0.000289831,0.203328,0.203618,3.04663e-05,1.24061e-05,0.407218,0.407206,-7.68808e-05,-4.696e-05,0.610769,0.610816,1.78647e-05,1.45494e-05,0.814433,0.814419,-9.3586e-05,-9.52726e-05,1.01793,1.01802,-2.44997e-05,-2.99294e-05,1.22159,1.22162,2.05474e-05,2.92847e-05,1.42526,1.42523,7.04645e-06,1.14775e-05,1.62885,1.62884,-0.000132714,-5.40459e-05,0.407182,0.407236,0.000277075,0.000169242,0.610985,0.610816,0.000113511,9.24426e-05,0.814489,0.814396,0.000184597,0.000187923,1.0182,1.01801,0.000166863,0.000203845,1.22184,1.22163,0.000112067,0.000159724,1.42541,1.42525,8.98232e-05,0.000146307,1.62898,1.62883,-0.000403731,-8.22009e-05,0.203521,0.203603
18,4.62031e-05,0.000282216,6.10843,6.10815,-0.00095315,-0.000194079,0.203424,0.203618,-4.49876e-06,-1.83192e-06,0.407204,0.407206,5.9973e-06,3.66325e-06,0.61082,0.610816,4.54767e-05,3.70371e-05,0.814456,0.814419,-8.17878e-05,-8.32618e-05,1.01794,1.01802,-5.32086e-05,-6.5001e-05,1.22156,1.22162,3.77088e-06,5.37436e-06,1.42523,1.42523,1.77809e-05,2.89621e-05,1.62887,1.62884,-0.000221294,-9.01189e-05,0.407146,0.407236,0.000209357,0.000127878,0.610944,0.610816,-1.72997e-06,-1.40888e-06,0.814395,0.814396,0.000160769,0.000163665,1.01818,1.01801,0.000172471,0.000210697,1.22184,1.22163,9.4388e-05,0.000134526,1.42538,1.42525,6.94462e-05,0.000113116,1.62894,1.62883,-0.000181365,-3.69263e-05,0.203566,0.203603
19,6.34229e-05,0.000387396,6.10853,6.10815,-0.000567374,-0.000115528,0.203502,0.203618,-2.93347e-05,-1.19452e-05,0.407194,0.407206,-1.46102e-06,-8.92415e-07,0.610815,0.610816,-4.41213e-05,-3.59332e-05,0.814383,0.814419,-8.838e-05,-8.99728e-05,1.01793,1.01802,-1.55926e-05,-1.90483e-05,1.22161,1.22162,-1.95392e-05,-2.78477e-05,1.4252,1.42523,1.62242e-05,2.64265e-05,1.62886,1.62884,-5.40294e-05,-2.20027e-05,0.407214,0.407236,0.000154894,9.46118e-05,0.610911,0.610816,6.06561e-05,4.93981e-05,0.814445,0.814396,0.00019034,0.000193769,1.01821,1.01801,0.00020953,0.000255968,1.22189,1.22163,9.35807e-05,0.000133376,1.42538,1.42525,0.000126651,0.000206293,1.62904,1.62883,-0.000143015,-2.91182e-05,0.203574,0.203603
20,6.23329e-05,0.000380738,6.10853,6.10815,-0.000848299,-0.000172729,0.203445,0.203618,-4.70627e-05,-1.91642e-05,0.407186,0.407206,1.76999e-05,1.08114e-05,0.610827,0.610816,-5.04535e-05,-4.10902e-05,0.814378,0.814419,-9.85892e-05,-0.000100366,1.01792,1.01802,-1.79133e-06,-2.18833e-06,1.22162,1.22162,-3.44823e-05,-4.91451e-05,1.42518,1.42523,2.75687e-05,4.4905e-05,1.62888,1.62884,-2.43852e-05,-9.93054e-06,0.407226,0.407236,0.00025573,0.000156204,0.610972,0.610816,0.00019174,0.000156152,0.814552,0.814396,0.000263309,0.000268052,1.01828,1.01801,0.000206753,0.000252576,1.22188,1.22163,0.000144108,0.000205389,1.42546,1.42525,0.000102991,0.000167754,1.629,1.62883,-0.000170069,-3.46265e-05,0.203568,0.203603
21,7.91494e-05,0.000483456,6.10863,6.10815,-0.000810416,-0.000165015,0.203453,0.203618,-8.3405e-05,-3.3963e-05,0.407172,0.407206,2.9662e-05,1.8118e-05,0.610834,0.610816,-5.43724e-06,-4.42819e-06,0.814414,0.814419,-7.36136e-05,-7.49403e-05,1.01795,1.01802,-4.15127e-06,-5.07129e-06,1.22162,1.22162,-8.50174e-06,-1.21169e-05,1.42522,1.42523,2.82311e-05,4.59838e-05,1.62888,1.62884,-4.09019e-05,-1.66567e-05,0.407219,0.407236,9.05153e-05,5.52882e-05,0.610871,0.610816,0.000102354,8.33565e-05,0.814479,0.814396,0.000294569,0.000299875,1.01831,1.01801,0.000205504,0.000251051,1.22188,1.22163,0.000149712,0.000213377,1.42546,1.42525,0.000107218,0.00017464,1.629,1.62883,-0.000294707,-6.00032e-05,0.203543,0.203603
22,6.71586e-05,0.000410215,6.10856,6.10815,-0.00145943,-0.000297166,0.203321,0.203618,-5.20758e-05,-2.12056e-05,0.407184,0.407206,-6.98578e-05,-4.26703e-05,0.610773,0.610816,3.95502e-05,3.22104e-05,0.814451,0.814419,-2.34873e-05,-2.39106e-05,1.018,1.01802,3.6911e-05,4.50914e-05,1.22167,1.22162,7.27202e-06,1.03643e-05,1.42524,1.42523,2.1033e-05,3.42594e-05,1.62887,1.62884,-9.83264e-05,-4.0042e-05,0.407196,0.407236,0.000167435,0.000102272,0.610918,0.610816,4.78421e-05,3.89624e-05,0.814435,0.814396,0.000316039,0.000321733,1.01834,1.01801,0.00020115,0.000245731,1.22188,1.22163,0.000100316,0.000142975,1.42539,1.42525,0.000101869,0.000165927,1.629,1.62883,-0.000217062,-4.41945e-05,0.203559,0.203603
23,7.49768e-05,0.000457969,6.10861,6.10815,-0.0014286,-0.000290889,0.203327,0.203618,-5.25346e-05,-2.13924e-05,0.407184,0.407206,8.21079e-06,5.01528e-06,0.610821,0.610816,2.73185e-05,2.22487e-05,0.814441,0.814419,-8.07022e-05,-8.21566e-05,1.01794,1.01802,4.24726e-05,5.18856e-05,1.22168,1.22162,2.65791e-05,3.78812e-05,1.42527,1.42523,3.82224e-05,6.22581e-05,1.6289,1.62884,-3.73621e-05,-1.52152e-05,0.407221,0.407236,0.000219254,0.000133924,0.61095,0.610816,0.00014604,0.000118934,0.814515,0.814396,0.0002398,0.000244119,1.01826,1.01801,0.000217246,0.000265395,1.2219,1.22163,0.00016783,0.000239199,1.42549,1.42525,0.000108558,0.000176822,1.62901,1.62883,-0.000283404,-5.77019e-05,0.203545,0.203603
24,7.45895e-05,0.000455603,6.1086,6.10815,-0.00141422,-0.000287961,0.20333,0.203618,-2.75031e-06,-1.11994e-06,0.407205,0.407206,6.87194e-06,4.19749e-06,0.61082,0.610816,3.65338e-05,2.97538e-05,0.814449,0.814419,-1.85343e-05,-1.88683e-05,1.018,1.01802,2.61573e-05,3.19544e-05,1.22166,1.22162,4.01214e-05,5.71822e-05,1.42528,1.42523,4.02932e-05,6.56312e-05,1.6289,1.62884,-2.55055e-05,-1.03867e-05,0.407225,0.407236,0.000174007,0.000106286,0.610922,0.610816,7.22328e-05,5.88261e-05,0.814455,0.814396,0.00027306,0.000277979,1.01829,1.01801,0.000246074,0.000300611,1.22193,1.22163,0.000163917,0.000233622,1.42548,1.42525,0.000108113,0.000176097,1.62901,1.62883,-3.57554e-06,-7.27991e-07,0.203602,0.203603
25,8.87138e-05,0.000541877,6.10869,6.10815,-0.000932268,-0.000189826,0.203428,0.203618,-8.68527e-05,-3.53669e-05,0.40717,0.407206,-6.46736e-05,-3.95037e-05,0.610776,0.610816,1.18309e-05,9.63535e-06,0.814429,0.814419,-0.000114602,-0.000116667,1.0179,1.01802,1.62616e-05,1.98656e-05,1.22164,1.22162,6.85309e-06,9.76721e-06,1.42524,1.42523,5.10939e-06,8.32237e-06,1.62885,1.62884,-6.768e-06,-2.75617e-06,0.407233,0.407236,3.41087e-05,2.08342e-05,0.610837,0.610816,0.000114184,9.29912e-05,0.814489,0.814396,0.000334927,0.00034096,1.01835,1.01801,0.000217276,0.000265432,1.2219,1.22163,0.000154477,0.000220168,1.42547,1.42525,0.000154253,0.000251252,1.62908,1.62883,-0.00025104,-5.11126e-05,0.203552,0.203603
26,8.42396e-05,0.000514548,6.10866,6.10815,-0.00123011,-0.000250472,0.203367,0.203618,-0.000105267,-4.28653e-05,0.407163,0.407206,6.81265e-05,4.16128e-05,0.610857,0.610816,7.00978e-05,5.7089e-05,0.814476,0.814419,1.3457e-05,1.36995e-05,1.01804,1.01802,-1.67971e-05,-2.05198e-05,1.2216,1.22162,1.59416e-05,2.27204e-05,1.42525,1.42523,2.47168e-05,4.02597e-05,1.62888,1.62884,-2.85929e-05,-1.16441e-05,0.407224,0.407236,8.51739e-05,5.20256e-05,0.610868,0.610816,0.000152115,0.000123882,0.81452,0.814396,0.000385225,0.000392164,1.01841,1.01801,0.000220571,0.000269457,1.2219,1.22163,0.000213267,0.000303959,1.42555,1.42525,0.000126287,0.0002057,1.62904,1.62883,-0.000369074,-7.51445e-05,0.203528,0.203603
27,8.27415e-05,0.000505397,6.10865,6.10815,-0.00130664,-0.000266055,0.203352,0.203618,-0.000240181,-9.78029e-05,0.407108,0.407206,-4.74836e-05,-2.90037e-05,0.610787,0.610816,4.61346e-05,3.75729e-05,0.814456,0.814419,1.94018e-05,1.97514e-05,1.01804,1.01802,3.33789e-05,4.07765e-05,1.22167,1.22162,4.58328e-05,6.53222e-05,1.42529,1.42523,4.21971e-05,6.87322e-05,1.62891,1.62884,7.78303e-05,3.16953e-05,0.407268,0.407236,0.000127423,7.78321e-05,0.610894,0.610816,4.60692e-05,3.75186e-05,0.814434,0.814396,0.000400833,0.000408054,1.01842,1.01801,0.000210576,0.000257247,1.22189,1.22163,0.00015302,0.000218092,1.42547,1.42525,0.000142312,0.000231802,1.62906,1.62883,-0.00029033,-5.9112e-05,0.203544,0.203603
